,0,1,2,3,4,5,6,Year,Stock
4,Equity Share Capital,62.65,62.63,62.60,62.58,62.55,,2019,havellsindia
5,Total Share Capital,62.65,62.63,62.60,62.58,62.55,,2019,havellsindia
6,Reserves and Surplus,6560.50,5939.73,5113.06,4248.34,4155.17,,2019,havellsindia
7,Total Reserves and Surplus,6560.50,5939.73,5113.06,4248.34,4155.17,,2019,havellsindia
8,Total Shareholders Funds,6625.45,6002.89,5176.30,4311.56,4217.99,,2019,havellsindia
9,Minority Interest,0.00,0.00,0.00,0.00,0.00,,2019,havellsindia
10,NON-CURRENT LIABILITIES,,,,,,,2019,havellsindia
11,Long Term Borrowings,0.00,272.57,393.65,0.00,40.50,,2019,havellsindia
12,Deferred Tax Liabilities [Net],361.51,350.62,339.11,286.52,320.30,,2019,havellsindia
13,Other Long Term Liabilities,198.22,187.77,107.39,112.90,21.26,,2019,havellsindia
14,Long Term Provisions,136.72,76.25,58.43,35.57,32.68,,2019,havellsindia
15,Total Non-Current Liabilities,696.45,887.21,898.58,434.99,414.74,,2019,havellsindia
16,CURRENT LIABILITIES,,,,,,,2019,havellsindia
17,Short Term Borrowings,0.00,122.96,98.55,0.00,0.00,,2019,havellsindia
18,Trade Payables,2643.19,2380.02,1597.14,1413.82,1559.80,,2019,havellsindia
19,Other Current Liabilities,917.44,876.90,824.14,703.07,776.64,,2019,havellsindia
20,Short Term Provisions,274.91,253.23,257.55,210.01,203.12,,2019,havellsindia
21,Total Current Liabilities,3835.54,3633.11,2777.38,2326.90,2539.56,,2019,havellsindia
22,Total Capital And Liabilities,11157.44,10523.21,8852.26,7073.45,7172.29,,2019,havellsindia
23,ASSETS,,,,,,,2019,havellsindia
24,NON-CURRENT ASSETS,,,,,,,2019,havellsindia
25,Tangible Assets,2227.85,2021.45,1860.83,1899.59,1433.66,,2019,havellsindia
26,Intangible Assets,1082.33,1101.69,1119.13,1139.51,1170.12,,2019,havellsindia
27,Capital Work-In-Progress,163.42,56.75,86.26,82.77,232.15,,2019,havellsindia
28,Fixed Assets,3476.59,3180.35,3069.87,3125.23,2836.44,,2019,havellsindia
29,Non-Current Investments,20.00,272.68,0.00,0.00,0.00,,2019,havellsindia
30,Deferred Tax Assets [Net],0.00,0.00,0.00,0.00,0.00,,2019,havellsindia
31,Long Term Loans And Advances,0.00,0.00,0.00,0.00,0.00,,2019,havellsindia
32,Other Non-Current Assets,284.21,153.15,151.46,157.11,167.59,,2019,havellsindia
33,Total Non-Current Assets,4091.27,3916.65,3531.80,3592.81,3328.18,,2019,havellsindia
34,CURRENT ASSETS,,,,,,,2019,havellsindia
35,Current Investments,180.87,153.42,306.30,0.00,0.00,,2019,havellsindia
36,Inventories,3708.58,2968.08,2619.89,1871.88,1918.97,,2019,havellsindia
37,Trade Receivables,973.94,766.26,563.73,241.66,406.58,,2019,havellsindia
38,Cash And Cash Equivalents,1870.17,2547.98,1652.79,1132.53,1311.37,,2019,havellsindia
39,Short Term Loans And Advances,0.00,0.00,0.00,0.00,0.00,,2019,havellsindia
40,OtherCurrentAssets,332.61,170.82,177.75,234.57,207.19,,2019,havellsindia
41,Total Current Assets,7066.17,6606.56,5320.46,3480.64,3844.11,,2019,havellsindia
42,Total Assets,11157.44,10523.21,8852.26,7073.45,7172.29,,2019,havellsindia
43,OTHER ADDITIONAL INFORMATION,,,,,,,2019,havellsindia
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,2019,havellsindia
45,Contingent Liabilities,538.27,141.22,183.06,215.92,283.33,,2019,havellsindia
46,BONUS DETAILS,,,,,,,2019,havellsindia
47,Bonus Equity Share Capital,51.59,51.59,51.59,51.59,51.59,,2019,havellsindia
48,NON-CURRENT INVESTMENTS,,,,,,,2019,havellsindia
49,Non-Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,2019,havellsindia
50,Non-Current Investments Unquoted Book Value,20.00,272.68,0.00,0.00,0.00,,2019,havellsindia
51,CURRENT INVESTMENTS,,,,,,,2019,havellsindia
52,Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,2019,havellsindia
53,Current Investments Unquoted Book Value,180.87,153.42,306.30,0.00,0.00,,2019,havellsindia
0,Balance Sheet of Havells India (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2020,havellsindia
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2020,havellsindia
2,EQUITIES AND LIABILITIES,,,,,,,2020,havellsindia
3,SHAREHOLDER'S FUNDS,,,,,,,2020,havellsindia
4,Equity Share Capital,62.65,62.63,62.60,62.58,62.55,,2020,havellsindia
5,Total Share Capital,62.65,62.63,62.60,62.58,62.55,,2020,havellsindia
6,Reserves and Surplus,6560.50,5939.73,5113.06,4248.34,4155.17,,2020,havellsindia
7,Total Reserves and Surplus,6560.50,5939.73,5113.06,4248.34,4155.17,,2020,havellsindia
8,Total Shareholders Funds,6625.45,6002.89,5176.30,4311.56,4217.99,,2020,havellsindia
9,Minority Interest,0.00,0.00,0.00,0.00,0.00,,2020,havellsindia
10,NON-CURRENT LIABILITIES,,,,,,,2020,havellsindia
11,Long Term Borrowings,0.00,272.57,393.65,0.00,40.50,,2020,havellsindia
12,Deferred Tax Liabilities [Net],361.51,350.62,339.11,286.52,320.30,,2020,havellsindia
13,Other Long Term Liabilities,198.22,187.77,107.39,112.90,21.26,,2020,havellsindia
14,Long Term Provisions,136.72,76.25,58.43,35.57,32.68,,2020,havellsindia
15,Total Non-Current Liabilities,696.45,887.21,898.58,434.99,414.74,,2020,havellsindia
16,CURRENT LIABILITIES,,,,,,,2020,havellsindia
17,Short Term Borrowings,0.00,122.96,98.55,0.00,0.00,,2020,havellsindia
18,Trade Payables,2643.19,2380.02,1597.14,1413.82,1559.80,,2020,havellsindia
19,Other Current Liabilities,917.44,876.90,824.14,703.07,776.64,,2020,havellsindia
20,Short Term Provisions,274.91,253.23,257.55,210.01,203.12,,2020,havellsindia
21,Total Current Liabilities,3835.54,3633.11,2777.38,2326.90,2539.56,,2020,havellsindia
22,Total Capital And Liabilities,11157.44,10523.21,8852.26,7073.45,7172.29,,2020,havellsindia
23,ASSETS,,,,,,,2020,havellsindia
24,NON-CURRENT ASSETS,,,,,,,2020,havellsindia
25,Tangible Assets,2227.85,2021.45,1860.83,1899.59,1433.66,,2020,havellsindia
26,Intangible Assets,1082.33,1101.69,1119.13,1139.51,1170.12,,2020,havellsindia
27,Capital Work-In-Progress,163.42,56.75,86.26,82.77,232.15,,2020,havellsindia
28,Fixed Assets,3476.59,3180.35,3069.87,3125.23,2836.44,,2020,havellsindia
29,Non-Current Investments,20.00,272.68,0.00,0.00,0.00,,2020,havellsindia
30,Deferred Tax Assets [Net],0.00,0.00,0.00,0.00,0.00,,2020,havellsindia
31,Long Term Loans And Advances,0.00,0.00,0.00,0.00,0.00,,2020,havellsindia
32,Other Non-Current Assets,284.21,153.15,151.46,157.11,167.59,,2020,havellsindia
33,Total Non-Current Assets,4091.27,3916.65,3531.80,3592.81,3328.18,,2020,havellsindia
34,CURRENT ASSETS,,,,,,,2020,havellsindia
35,Current Investments,180.87,153.42,306.30,0.00,0.00,,2020,havellsindia
36,Inventories,3708.58,2968.08,2619.89,1871.88,1918.97,,2020,havellsindia
37,Trade Receivables,973.94,766.26,563.73,241.66,406.58,,2020,havellsindia
38,Cash And Cash Equivalents,1870.17,2547.98,1652.79,1132.53,1311.37,,2020,havellsindia
39,Short Term Loans And Advances,0.00,0.00,0.00,0.00,0.00,,2020,havellsindia
40,OtherCurrentAssets,332.61,170.82,177.75,234.57,207.19,,2020,havellsindia
41,Total Current Assets,7066.17,6606.56,5320.46,3480.64,3844.11,,2020,havellsindia
42,Total Assets,11157.44,10523.21,8852.26,7073.45,7172.29,,2020,havellsindia
43,OTHER ADDITIONAL INFORMATION,,,,,,,2020,havellsindia
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,2020,havellsindia
45,Contingent Liabilities,538.27,141.22,183.06,215.92,283.33,,2020,havellsindia
46,BONUS DETAILS,,,,,,,2020,havellsindia
47,Bonus Equity Share Capital,51.59,51.59,51.59,51.59,51.59,,2020,havellsindia
48,NON-CURRENT INVESTMENTS,,,,,,,2020,havellsindia
49,Non-Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,2020,havellsindia
50,Non-Current Investments Unquoted Book Value,20.00,272.68,0.00,0.00,0.00,,2020,havellsindia
51,CURRENT INVESTMENTS,,,,,,,2020,havellsindia
52,Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,2020,havellsindia
53,Current Investments Unquoted Book Value,180.87,153.42,306.30,0.00,0.00,,2020,havellsindia
0,Balance Sheet of Havells India (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2021,havellsindia
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2021,havellsindia
2,EQUITIES AND LIABILITIES,,,,,,,2021,havellsindia
3,SHAREHOLDER'S FUNDS,,,,,,,2021,havellsindia
4,Equity Share Capital,62.65,62.63,62.60,62.58,62.55,,2021,havellsindia
5,Total Share Capital,62.65,62.63,62.60,62.58,62.55,,2021,havellsindia
6,Reserves and Surplus,6560.50,5939.73,5113.06,4248.34,4155.17,,2021,havellsindia
7,Total Reserves and Surplus,6560.50,5939.73,5113.06,4248.34,4155.17,,2021,havellsindia
8,Total Shareholders Funds,6625.45,6002.89,5176.30,4311.56,4217.99,,2021,havellsindia
9,Minority Interest,0.00,0.00,0.00,0.00,0.00,,2021,havellsindia
10,NON-CURRENT LIABILITIES,,,,,,,2021,havellsindia
11,Long Term Borrowings,0.00,272.57,393.65,0.00,40.50,,2021,havellsindia
12,Deferred Tax Liabilities [Net],361.51,350.62,339.11,286.52,320.30,,2021,havellsindia
13,Other Long Term Liabilities,198.22,187.77,107.39,112.90,21.26,,2021,havellsindia
14,Long Term Provisions,136.72,76.25,58.43,35.57,32.68,,2021,havellsindia
15,Total Non-Current Liabilities,696.45,887.21,898.58,434.99,414.74,,2021,havellsindia
16,CURRENT LIABILITIES,,,,,,,2021,havellsindia
17,Short Term Borrowings,0.00,122.96,98.55,0.00,0.00,,2021,havellsindia
18,Trade Payables,2643.19,2380.02,1597.14,1413.82,1559.80,,2021,havellsindia
19,Other Current Liabilities,917.44,876.90,824.14,703.07,776.64,,2021,havellsindia
20,Short Term Provisions,274.91,253.23,257.55,210.01,203.12,,2021,havellsindia
21,Total Current Liabilities,3835.54,3633.11,2777.38,2326.90,2539.56,,2021,havellsindia
22,Total Capital And Liabilities,11157.44,10523.21,8852.26,7073.45,7172.29,,2021,havellsindia
23,ASSETS,,,,,,,2021,havellsindia
24,NON-CURRENT ASSETS,,,,,,,2021,havellsindia
25,Tangible Assets,2227.85,2021.45,1860.83,1899.59,1433.66,,2021,havellsindia
26,Intangible Assets,1082.33,1101.69,1119.13,1139.51,1170.12,,2021,havellsindia
27,Capital Work-In-Progress,163.42,56.75,86.26,82.77,232.15,,2021,havellsindia
28,Fixed Assets,3476.59,3180.35,3069.87,3125.23,2836.44,,2021,havellsindia
29,Non-Current Investments,20.00,272.68,0.00,0.00,0.00,,2021,havellsindia
30,Deferred Tax Assets [Net],0.00,0.00,0.00,0.00,0.00,,2021,havellsindia
31,Long Term Loans And Advances,0.00,0.00,0.00,0.00,0.00,,2021,havellsindia
32,Other Non-Current Assets,284.21,153.15,151.46,157.11,167.59,,2021,havellsindia
33,Total Non-Current Assets,4091.27,3916.65,3531.80,3592.81,3328.18,,2021,havellsindia
34,CURRENT ASSETS,,,,,,,2021,havellsindia
35,Current Investments,180.87,153.42,306.30,0.00,0.00,,2021,havellsindia
36,Inventories,3708.58,2968.08,2619.89,1871.88,1918.97,,2021,havellsindia
37,Trade Receivables,973.94,766.26,563.73,241.66,406.58,,2021,havellsindia
38,Cash And Cash Equivalents,1870.17,2547.98,1652.79,1132.53,1311.37,,2021,havellsindia
39,Short Term Loans And Advances,0.00,0.00,0.00,0.00,0.00,,2021,havellsindia
40,OtherCurrentAssets,332.61,170.82,177.75,234.57,207.19,,2021,havellsindia
41,Total Current Assets,7066.17,6606.56,5320.46,3480.64,3844.11,,2021,havellsindia
42,Total Assets,11157.44,10523.21,8852.26,7073.45,7172.29,,2021,havellsindia
43,OTHER ADDITIONAL INFORMATION,,,,,,,2021,havellsindia
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,2021,havellsindia
45,Contingent Liabilities,538.27,141.22,183.06,215.92,283.33,,2021,havellsindia
46,BONUS DETAILS,,,,,,,2021,havellsindia
47,Bonus Equity Share Capital,51.59,51.59,51.59,51.59,51.59,,2021,havellsindia
48,NON-CURRENT INVESTMENTS,,,,,,,2021,havellsindia
49,Non-Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,2021,havellsindia
50,Non-Current Investments Unquoted Book Value,20.00,272.68,0.00,0.00,0.00,,2021,havellsindia
51,CURRENT INVESTMENTS,,,,,,,2021,havellsindia
52,Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,2021,havellsindia
53,Current Investments Unquoted Book Value,180.87,153.42,306.30,0.00,0.00,,2021,havellsindia
0,Balance Sheet of Havells India (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2022,havellsindia
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2022,havellsindia
2,EQUITIES AND LIABILITIES,,,,,,,2022,havellsindia
3,SHAREHOLDER'S FUNDS,,,,,,,2022,havellsindia
4,Equity Share Capital,62.65,62.63,62.60,62.58,62.55,,2022,havellsindia
5,Total Share Capital,62.65,62.63,62.60,62.58,62.55,,2022,havellsindia
6,Reserves and Surplus,6560.50,5939.73,5113.06,4248.34,4155.17,,2022,havellsindia
7,Total Reserves and Surplus,6560.50,5939.73,5113.06,4248.34,4155.17,,2022,havellsindia
8,Total Shareholders Funds,6625.45,6002.89,5176.30,4311.56,4217.99,,2022,havellsindia
9,Minority Interest,0.00,0.00,0.00,0.00,0.00,,2022,havellsindia
10,NON-CURRENT LIABILITIES,,,,,,,2022,havellsindia
11,Long Term Borrowings,0.00,272.57,393.65,0.00,40.50,,2022,havellsindia
12,Deferred Tax Liabilities [Net],361.51,350.62,339.11,286.52,320.30,,2022,havellsindia
13,Other Long Term Liabilities,198.22,187.77,107.39,112.90,21.26,,2022,havellsindia
14,Long Term Provisions,136.72,76.25,58.43,35.57,32.68,,2022,havellsindia
15,Total Non-Current Liabilities,696.45,887.21,898.58,434.99,414.74,,2022,havellsindia
16,CURRENT LIABILITIES,,,,,,,2022,havellsindia
17,Short Term Borrowings,0.00,122.96,98.55,0.00,0.00,,2022,havellsindia
18,Trade Payables,2643.19,2380.02,1597.14,1413.82,1559.80,,2022,havellsindia
19,Other Current Liabilities,917.44,876.90,824.14,703.07,776.64,,2022,havellsindia
20,Short Term Provisions,274.91,253.23,257.55,210.01,203.12,,2022,havellsindia
21,Total Current Liabilities,3835.54,3633.11,2777.38,2326.90,2539.56,,2022,havellsindia
22,Total Capital And Liabilities,11157.44,10523.21,8852.26,7073.45,7172.29,,2022,havellsindia
23,ASSETS,,,,,,,2022,havellsindia
24,NON-CURRENT ASSETS,,,,,,,2022,havellsindia
25,Tangible Assets,2227.85,2021.45,1860.83,1899.59,1433.66,,2022,havellsindia
26,Intangible Assets,1082.33,1101.69,1119.13,1139.51,1170.12,,2022,havellsindia
27,Capital Work-In-Progress,163.42,56.75,86.26,82.77,232.15,,2022,havellsindia
28,Fixed Assets,3476.59,3180.35,3069.87,3125.23,2836.44,,2022,havellsindia
29,Non-Current Investments,20.00,272.68,0.00,0.00,0.00,,2022,havellsindia
30,Deferred Tax Assets [Net],0.00,0.00,0.00,0.00,0.00,,2022,havellsindia
31,Long Term Loans And Advances,0.00,0.00,0.00,0.00,0.00,,2022,havellsindia
32,Other Non-Current Assets,284.21,153.15,151.46,157.11,167.59,,2022,havellsindia
33,Total Non-Current Assets,4091.27,3916.65,3531.80,3592.81,3328.18,,2022,havellsindia
34,CURRENT ASSETS,,,,,,,2022,havellsindia
35,Current Investments,180.87,153.42,306.30,0.00,0.00,,2022,havellsindia
36,Inventories,3708.58,2968.08,2619.89,1871.88,1918.97,,2022,havellsindia
37,Trade Receivables,973.94,766.26,563.73,241.66,406.58,,2022,havellsindia
38,Cash And Cash Equivalents,1870.17,2547.98,1652.79,1132.53,1311.37,,2022,havellsindia
39,Short Term Loans And Advances,0.00,0.00,0.00,0.00,0.00,,2022,havellsindia
40,OtherCurrentAssets,332.61,170.82,177.75,234.57,207.19,,2022,havellsindia
41,Total Current Assets,7066.17,6606.56,5320.46,3480.64,3844.11,,2022,havellsindia
42,Total Assets,11157.44,10523.21,8852.26,7073.45,7172.29,,2022,havellsindia
43,OTHER ADDITIONAL INFORMATION,,,,,,,2022,havellsindia
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,2022,havellsindia
45,Contingent Liabilities,538.27,141.22,183.06,215.92,283.33,,2022,havellsindia
46,BONUS DETAILS,,,,,,,2022,havellsindia
47,Bonus Equity Share Capital,51.59,51.59,51.59,51.59,51.59,,2022,havellsindia
48,NON-CURRENT INVESTMENTS,,,,,,,2022,havellsindia
49,Non-Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,2022,havellsindia
50,Non-Current Investments Unquoted Book Value,20.00,272.68,0.00,0.00,0.00,,2022,havellsindia
51,CURRENT INVESTMENTS,,,,,,,2022,havellsindia
52,Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,2022,havellsindia
53,Current Investments Unquoted Book Value,180.87,153.42,306.30,0.00,0.00,,2022,havellsindia
0,Balance Sheet of Havells India (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2023,havellsindia
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2023,havellsindia
2,EQUITIES AND LIABILITIES,,,,,,,2023,havellsindia
3,SHAREHOLDER'S FUNDS,,,,,,,2023,havellsindia
4,Equity Share Capital,62.65,62.63,62.60,62.58,62.55,,2023,havellsindia
5,Total Share Capital,62.65,62.63,62.60,62.58,62.55,,2023,havellsindia
6,Reserves and Surplus,6560.50,5939.73,5113.06,4248.34,4155.17,,2023,havellsindia
7,Total Reserves and Surplus,6560.50,5939.73,5113.06,4248.34,4155.17,,2023,havellsindia
8,Total Shareholders Funds,6625.45,6002.89,5176.30,4311.56,4217.99,,2023,havellsindia
9,Minority Interest,0.00,0.00,0.00,0.00,0.00,,2023,havellsindia
10,NON-CURRENT LIABILITIES,,,,,,,2023,havellsindia
11,Long Term Borrowings,0.00,272.57,393.65,0.00,40.50,,2023,havellsindia
12,Deferred Tax Liabilities [Net],361.51,350.62,339.11,286.52,320.30,,2023,havellsindia
13,Other Long Term Liabilities,198.22,187.77,107.39,112.90,21.26,,2023,havellsindia
14,Long Term Provisions,136.72,76.25,58.43,35.57,32.68,,2023,havellsindia
15,Total Non-Current Liabilities,696.45,887.21,898.58,434.99,414.74,,2023,havellsindia
16,CURRENT LIABILITIES,,,,,,,2023,havellsindia
17,Short Term Borrowings,0.00,122.96,98.55,0.00,0.00,,2023,havellsindia
18,Trade Payables,2643.19,2380.02,1597.14,1413.82,1559.80,,2023,havellsindia
19,Other Current Liabilities,917.44,876.90,824.14,703.07,776.64,,2023,havellsindia
20,Short Term Provisions,274.91,253.23,257.55,210.01,203.12,,2023,havellsindia
21,Total Current Liabilities,3835.54,3633.11,2777.38,2326.90,2539.56,,2023,havellsindia
22,Total Capital And Liabilities,11157.44,10523.21,8852.26,7073.45,7172.29,,2023,havellsindia
23,ASSETS,,,,,,,2023,havellsindia
24,NON-CURRENT ASSETS,,,,,,,2023,havellsindia
25,Tangible Assets,2227.85,2021.45,1860.83,1899.59,1433.66,,2023,havellsindia
26,Intangible Assets,1082.33,1101.69,1119.13,1139.51,1170.12,,2023,havellsindia
27,Capital Work-In-Progress,163.42,56.75,86.26,82.77,232.15,,2023,havellsindia
28,Fixed Assets,3476.59,3180.35,3069.87,3125.23,2836.44,,2023,havellsindia
29,Non-Current Investments,20.00,272.68,0.00,0.00,0.00,,2023,havellsindia
30,Deferred Tax Assets [Net],0.00,0.00,0.00,0.00,0.00,,2023,havellsindia
31,Long Term Loans And Advances,0.00,0.00,0.00,0.00,0.00,,2023,havellsindia
32,Other Non-Current Assets,284.21,153.15,151.46,157.11,167.59,,2023,havellsindia
33,Total Non-Current Assets,4091.27,3916.65,3531.80,3592.81,3328.18,,2023,havellsindia
34,CURRENT ASSETS,,,,,,,2023,havellsindia
35,Current Investments,180.87,153.42,306.30,0.00,0.00,,2023,havellsindia
36,Inventories,3708.58,2968.08,2619.89,1871.88,1918.97,,2023,havellsindia
37,Trade Receivables,973.94,766.26,563.73,241.66,406.58,,2023,havellsindia
38,Cash And Cash Equivalents,1870.17,2547.98,1652.79,1132.53,1311.37,,2023,havellsindia
39,Short Term Loans And Advances,0.00,0.00,0.00,0.00,0.00,,2023,havellsindia
40,OtherCurrentAssets,332.61,170.82,177.75,234.57,207.19,,2023,havellsindia
41,Total Current Assets,7066.17,6606.56,5320.46,3480.64,3844.11,,2023,havellsindia
42,Total Assets,11157.44,10523.21,8852.26,7073.45,7172.29,,2023,havellsindia
43,OTHER ADDITIONAL INFORMATION,,,,,,,2023,havellsindia
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,2023,havellsindia
45,Contingent Liabilities,538.27,141.22,183.06,215.92,283.33,,2023,havellsindia
46,BONUS DETAILS,,,,,,,2023,havellsindia
47,Bonus Equity Share Capital,51.59,51.59,51.59,51.59,51.59,,2023,havellsindia
48,NON-CURRENT INVESTMENTS,,,,,,,2023,havellsindia
49,Non-Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,2023,havellsindia
50,Non-Current Investments Unquoted Book Value,20.00,272.68,0.00,0.00,0.00,,2023,havellsindia
51,CURRENT INVESTMENTS,,,,,,,2023,havellsindia
52,Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,2023,havellsindia
53,Current Investments Unquoted Book Value,180.87,153.42,306.30,0.00,0.00,,2023,havellsindia
0,Balance Sheet of HDFC Life Insurance Company (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2018,hdfclifeinsurancecompany
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2018,hdfclifeinsurancecompany
2,EQUITIES AND LIABILITIES,,,,,,,2018,hdfclifeinsurancecompany
3,SHAREHOLDER'S FUNDS,,,,,,,2018,hdfclifeinsurancecompany
4,Equity Share Capital,2149.40,2112.62,2020.94,2018.80,2017.38,,2018,hdfclifeinsurancecompany
5,Total Share Capital,2149.40,2112.62,2020.94,2018.80,2017.38,,2018,hdfclifeinsurancecompany
6,Reserves and Surplus,10840.59,13497.39,9171.88,4782.23,3624.83,,2018,hdfclifeinsurancecompany
7,Total Reserves and Surplus,10840.59,13497.39,9171.88,4782.23,3624.83,,2018,hdfclifeinsurancecompany
8,Total Shareholders Funds,12989.99,15610.01,11192.83,6801.03,5642.21,,2018,hdfclifeinsurancecompany
9,Minority Interest,0.00,0.00,0.00,0.00,0.00,,2018,hdfclifeinsurancecompany
10,NON-CURRENT LIABILITIES,,,,,,,2018,hdfclifeinsurancecompany
11,Long Term Borrowings,950.00,600.00,600.00,0.00,0.00,,2018,hdfclifeinsurancecompany
12,Deferred Tax Liabilities [Net],0.00,0.00,0.00,0.00,0.00,,2018,hdfclifeinsurancecompany
13,Other Long Term Liabilities,150374.05,128861.47,90362.88,69583.11,58733.14,,2018,hdfclifeinsurancecompany
