,0,1,2,3,4,5,6,Year,Stock
6,Total Operating Revenues,26927.46,24620.02,22754.54,21438.17,20008.23,,2019,hindustanaeronauticsltd
7,Other Income,1670.12,984.93,358.23,293.91,375.51,,2019,hindustanaeronauticsltd
8,Total Revenue,28597.58,25604.95,23112.77,21732.08,20383.74,,2019,hindustanaeronauticsltd
9,EXPENSES,,,,,,,2019,hindustanaeronauticsltd
10,Cost Of Materials Consumed,9993.68,8752.24,7764.72,8164.53,7355.43,,2019,hindustanaeronauticsltd
11,Purchase Of Stock-In Trade,799.15,656.68,821.16,587.15,307.49,,2019,hindustanaeronauticsltd
12,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,,2019,hindustanaeronauticsltd
13,Changes In Inventories Of FGWIP And Stock In Trade,-690.72,592.30,2458.14,635.68,1172.15,,2019,hindustanaeronauticsltd
14,Employee Benefit Expenses,4910.37,4604.42,4305.17,4777.57,4311.03,,2019,hindustanaeronauticsltd
15,Finance Costs,57.97,58.20,259.17,348.46,169.60,,2019,hindustanaeronauticsltd
16,Depreciation And Amortisation Expenses,2382.10,1286.96,1178.28,998.52,1025.26,,2019,hindustanaeronauticsltd
17,Other Expenses,2076.62,1534.01,1475.80,1627.03,1919.41,,2019,hindustanaeronauticsltd
18,Total Expenses,22090.95,20380.19,18842.61,17889.03,16659.83,,2019,hindustanaeronauticsltd
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",6506.63,5224.76,4270.16,3843.05,3723.91,,2019,hindustanaeronauticsltd
20,Exceptional Items,0.00,0.00,2.02,118.92,0.00,,2019,hindustanaeronauticsltd
21,Profit/Loss Before Tax,6506.63,5224.76,4272.18,3961.97,3723.91,,2019,hindustanaeronauticsltd
22,Tax Expenses-Continued Operations,,,,,,,2019,hindustanaeronauticsltd
23,Current Tax,2250.00,1900.00,645.00,1180.00,1586.29,,2019,hindustanaeronauticsltd
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,2019,hindustanaeronauticsltd
25,Deferred Tax,-594.77,-562.62,442.26,-84.01,-199.83,,2019,hindustanaeronauticsltd
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,2019,hindustanaeronauticsltd
27,Total Tax Expenses,681.77,144.65,1037.93,1095.99,1396.28,,2019,hindustanaeronauticsltd
28,Profit/Loss After Tax And Before ExtraOrdinary Items,5824.86,5080.11,3234.25,2865.98,2327.63,,2019,hindustanaeronauticsltd
29,Profit/Loss From Continuing Operations,5824.86,5080.11,3234.25,2865.98,2327.63,,2019,hindustanaeronauticsltd
30,Profit/Loss For The Period,5824.86,5080.11,3234.25,2865.98,2327.63,,2019,hindustanaeronauticsltd
31,Minority Interest,0.01,0.16,0.40,0.17,0.25,,2019,hindustanaeronauticsltd
32,Consolidated Profit/Loss After MI And Associates,5827.74,5080.04,3239.46,2873.17,2328.63,,2019,hindustanaeronauticsltd
33,OTHER ADDITIONAL INFORMATION,,,,,,,2019,hindustanaeronauticsltd
34,EARNINGS PER SHARE,,,,,,,2019,hindustanaeronauticsltd
35,Basic EPS (Rs.),174.00,152.00,97.00,86.00,70.00,,2019,hindustanaeronauticsltd
36,Diluted EPS (Rs.),174.00,152.00,97.00,86.00,70.00,,2019,hindustanaeronauticsltd
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,2019,hindustanaeronauticsltd
38,Equity Share Dividend,1671.94,1337.55,1003.16,1111.84,662.09,,2019,hindustanaeronauticsltd
39,Tax On Dividend,0.00,0.00,0.00,228.54,136.09,,2019,hindustanaeronauticsltd
0,Profit & Loss account of Hindustan Aeronautics Ltd. (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2020,hindustanaeronauticsltd
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2020,hindustanaeronauticsltd
2,INCOME,,,,,,,2020,hindustanaeronauticsltd
3,Revenue From Operations [Gross],26360.56,24361.47,22368.89,21217.66,19820.69,,2020,hindustanaeronauticsltd
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,2020,hindustanaeronauticsltd
5,Revenue From Operations [Net],26360.56,24361.47,22368.89,21217.66,19820.69,,2020,hindustanaeronauticsltd
6,Total Operating Revenues,26927.46,24620.02,22754.54,21438.17,20008.23,,2020,hindustanaeronauticsltd
7,Other Income,1670.12,984.93,358.23,293.91,375.51,,2020,hindustanaeronauticsltd
8,Total Revenue,28597.58,25604.95,23112.77,21732.08,20383.74,,2020,hindustanaeronauticsltd
9,EXPENSES,,,,,,,2020,hindustanaeronauticsltd
10,Cost Of Materials Consumed,9993.68,8752.24,7764.72,8164.53,7355.43,,2020,hindustanaeronauticsltd
11,Purchase Of Stock-In Trade,799.15,656.68,821.16,587.15,307.49,,2020,hindustanaeronauticsltd
12,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,,2020,hindustanaeronauticsltd
13,Changes In Inventories Of FGWIP And Stock In Trade,-690.72,592.30,2458.14,635.68,1172.15,,2020,hindustanaeronauticsltd
14,Employee Benefit Expenses,4910.37,4604.42,4305.17,4777.57,4311.03,,2020,hindustanaeronauticsltd
15,Finance Costs,57.97,58.20,259.17,348.46,169.60,,2020,hindustanaeronauticsltd
16,Depreciation And Amortisation Expenses,2382.10,1286.96,1178.28,998.52,1025.26,,2020,hindustanaeronauticsltd
17,Other Expenses,2076.62,1534.01,1475.80,1627.03,1919.41,,2020,hindustanaeronauticsltd
18,Total Expenses,22090.95,20380.19,18842.61,17889.03,16659.83,,2020,hindustanaeronauticsltd
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",6506.63,5224.76,4270.16,3843.05,3723.91,,2020,hindustanaeronauticsltd
20,Exceptional Items,0.00,0.00,2.02,118.92,0.00,,2020,hindustanaeronauticsltd
21,Profit/Loss Before Tax,6506.63,5224.76,4272.18,3961.97,3723.91,,2020,hindustanaeronauticsltd
22,Tax Expenses-Continued Operations,,,,,,,2020,hindustanaeronauticsltd
23,Current Tax,2250.00,1900.00,645.00,1180.00,1586.29,,2020,hindustanaeronauticsltd
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,2020,hindustanaeronauticsltd
25,Deferred Tax,-594.77,-562.62,442.26,-84.01,-199.83,,2020,hindustanaeronauticsltd
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,2020,hindustanaeronauticsltd
27,Total Tax Expenses,681.77,144.65,1037.93,1095.99,1396.28,,2020,hindustanaeronauticsltd
28,Profit/Loss After Tax And Before ExtraOrdinary Items,5824.86,5080.11,3234.25,2865.98,2327.63,,2020,hindustanaeronauticsltd
29,Profit/Loss From Continuing Operations,5824.86,5080.11,3234.25,2865.98,2327.63,,2020,hindustanaeronauticsltd
30,Profit/Loss For The Period,5824.86,5080.11,3234.25,2865.98,2327.63,,2020,hindustanaeronauticsltd
31,Minority Interest,0.01,0.16,0.40,0.17,0.25,,2020,hindustanaeronauticsltd
32,Consolidated Profit/Loss After MI And Associates,5827.74,5080.04,3239.46,2873.17,2328.63,,2020,hindustanaeronauticsltd
33,OTHER ADDITIONAL INFORMATION,,,,,,,2020,hindustanaeronauticsltd
34,EARNINGS PER SHARE,,,,,,,2020,hindustanaeronauticsltd
35,Basic EPS (Rs.),174.00,152.00,97.00,86.00,70.00,,2020,hindustanaeronauticsltd
36,Diluted EPS (Rs.),174.00,152.00,97.00,86.00,70.00,,2020,hindustanaeronauticsltd
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,2020,hindustanaeronauticsltd
38,Equity Share Dividend,1671.94,1337.55,1003.16,1111.84,662.09,,2020,hindustanaeronauticsltd
39,Tax On Dividend,0.00,0.00,0.00,228.54,136.09,,2020,hindustanaeronauticsltd
0,Profit & Loss account of Hindustan Aeronautics Ltd. (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2021,hindustanaeronauticsltd
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2021,hindustanaeronauticsltd
2,INCOME,,,,,,,2021,hindustanaeronauticsltd
3,Revenue From Operations [Gross],26360.56,24361.47,22368.89,21217.66,19820.69,,2021,hindustanaeronauticsltd
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,2021,hindustanaeronauticsltd
5,Revenue From Operations [Net],26360.56,24361.47,22368.89,21217.66,19820.69,,2021,hindustanaeronauticsltd
6,Total Operating Revenues,26927.46,24620.02,22754.54,21438.17,20008.23,,2021,hindustanaeronauticsltd
7,Other Income,1670.12,984.93,358.23,293.91,375.51,,2021,hindustanaeronauticsltd
8,Total Revenue,28597.58,25604.95,23112.77,21732.08,20383.74,,2021,hindustanaeronauticsltd
9,EXPENSES,,,,,,,2021,hindustanaeronauticsltd
10,Cost Of Materials Consumed,9993.68,8752.24,7764.72,8164.53,7355.43,,2021,hindustanaeronauticsltd
11,Purchase Of Stock-In Trade,799.15,656.68,821.16,587.15,307.49,,2021,hindustanaeronauticsltd
12,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,,2021,hindustanaeronauticsltd
13,Changes In Inventories Of FGWIP And Stock In Trade,-690.72,592.30,2458.14,635.68,1172.15,,2021,hindustanaeronauticsltd
14,Employee Benefit Expenses,4910.37,4604.42,4305.17,4777.57,4311.03,,2021,hindustanaeronauticsltd
15,Finance Costs,57.97,58.20,259.17,348.46,169.60,,2021,hindustanaeronauticsltd
16,Depreciation And Amortisation Expenses,2382.10,1286.96,1178.28,998.52,1025.26,,2021,hindustanaeronauticsltd
17,Other Expenses,2076.62,1534.01,1475.80,1627.03,1919.41,,2021,hindustanaeronauticsltd
18,Total Expenses,22090.95,20380.19,18842.61,17889.03,16659.83,,2021,hindustanaeronauticsltd
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",6506.63,5224.76,4270.16,3843.05,3723.91,,2021,hindustanaeronauticsltd
20,Exceptional Items,0.00,0.00,2.02,118.92,0.00,,2021,hindustanaeronauticsltd
21,Profit/Loss Before Tax,6506.63,5224.76,4272.18,3961.97,3723.91,,2021,hindustanaeronauticsltd
22,Tax Expenses-Continued Operations,,,,,,,2021,hindustanaeronauticsltd
23,Current Tax,2250.00,1900.00,645.00,1180.00,1586.29,,2021,hindustanaeronauticsltd
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,2021,hindustanaeronauticsltd
25,Deferred Tax,-594.77,-562.62,442.26,-84.01,-199.83,,2021,hindustanaeronauticsltd
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,2021,hindustanaeronauticsltd
27,Total Tax Expenses,681.77,144.65,1037.93,1095.99,1396.28,,2021,hindustanaeronauticsltd
28,Profit/Loss After Tax And Before ExtraOrdinary Items,5824.86,5080.11,3234.25,2865.98,2327.63,,2021,hindustanaeronauticsltd
29,Profit/Loss From Continuing Operations,5824.86,5080.11,3234.25,2865.98,2327.63,,2021,hindustanaeronauticsltd
30,Profit/Loss For The Period,5824.86,5080.11,3234.25,2865.98,2327.63,,2021,hindustanaeronauticsltd
31,Minority Interest,0.01,0.16,0.40,0.17,0.25,,2021,hindustanaeronauticsltd
32,Consolidated Profit/Loss After MI And Associates,5827.74,5080.04,3239.46,2873.17,2328.63,,2021,hindustanaeronauticsltd
33,OTHER ADDITIONAL INFORMATION,,,,,,,2021,hindustanaeronauticsltd
34,EARNINGS PER SHARE,,,,,,,2021,hindustanaeronauticsltd
35,Basic EPS (Rs.),174.00,152.00,97.00,86.00,70.00,,2021,hindustanaeronauticsltd
36,Diluted EPS (Rs.),174.00,152.00,97.00,86.00,70.00,,2021,hindustanaeronauticsltd
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,2021,hindustanaeronauticsltd
38,Equity Share Dividend,1671.94,1337.55,1003.16,1111.84,662.09,,2021,hindustanaeronauticsltd
39,Tax On Dividend,0.00,0.00,0.00,228.54,136.09,,2021,hindustanaeronauticsltd
0,Profit & Loss account of Hindustan Aeronautics Ltd. (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2022,hindustanaeronauticsltd
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2022,hindustanaeronauticsltd
2,INCOME,,,,,,,2022,hindustanaeronauticsltd
3,Revenue From Operations [Gross],26360.56,24361.47,22368.89,21217.66,19820.69,,2022,hindustanaeronauticsltd
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,2022,hindustanaeronauticsltd
5,Revenue From Operations [Net],26360.56,24361.47,22368.89,21217.66,19820.69,,2022,hindustanaeronauticsltd
6,Total Operating Revenues,26927.46,24620.02,22754.54,21438.17,20008.23,,2022,hindustanaeronauticsltd
7,Other Income,1670.12,984.93,358.23,293.91,375.51,,2022,hindustanaeronauticsltd
8,Total Revenue,28597.58,25604.95,23112.77,21732.08,20383.74,,2022,hindustanaeronauticsltd
9,EXPENSES,,,,,,,2022,hindustanaeronauticsltd
10,Cost Of Materials Consumed,9993.68,8752.24,7764.72,8164.53,7355.43,,2022,hindustanaeronauticsltd
11,Purchase Of Stock-In Trade,799.15,656.68,821.16,587.15,307.49,,2022,hindustanaeronauticsltd
12,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,,2022,hindustanaeronauticsltd
13,Changes In Inventories Of FGWIP And Stock In Trade,-690.72,592.30,2458.14,635.68,1172.15,,2022,hindustanaeronauticsltd
14,Employee Benefit Expenses,4910.37,4604.42,4305.17,4777.57,4311.03,,2022,hindustanaeronauticsltd
15,Finance Costs,57.97,58.20,259.17,348.46,169.60,,2022,hindustanaeronauticsltd
16,Depreciation And Amortisation Expenses,2382.10,1286.96,1178.28,998.52,1025.26,,2022,hindustanaeronauticsltd
17,Other Expenses,2076.62,1534.01,1475.80,1627.03,1919.41,,2022,hindustanaeronauticsltd
18,Total Expenses,22090.95,20380.19,18842.61,17889.03,16659.83,,2022,hindustanaeronauticsltd
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",6506.63,5224.76,4270.16,3843.05,3723.91,,2022,hindustanaeronauticsltd
20,Exceptional Items,0.00,0.00,2.02,118.92,0.00,,2022,hindustanaeronauticsltd
21,Profit/Loss Before Tax,6506.63,5224.76,4272.18,3961.97,3723.91,,2022,hindustanaeronauticsltd
22,Tax Expenses-Continued Operations,,,,,,,2022,hindustanaeronauticsltd
23,Current Tax,2250.00,1900.00,645.00,1180.00,1586.29,,2022,hindustanaeronauticsltd
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,2022,hindustanaeronauticsltd
25,Deferred Tax,-594.77,-562.62,442.26,-84.01,-199.83,,2022,hindustanaeronauticsltd
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,2022,hindustanaeronauticsltd
27,Total Tax Expenses,681.77,144.65,1037.93,1095.99,1396.28,,2022,hindustanaeronauticsltd
28,Profit/Loss After Tax And Before ExtraOrdinary Items,5824.86,5080.11,3234.25,2865.98,2327.63,,2022,hindustanaeronauticsltd
29,Profit/Loss From Continuing Operations,5824.86,5080.11,3234.25,2865.98,2327.63,,2022,hindustanaeronauticsltd
30,Profit/Loss For The Period,5824.86,5080.11,3234.25,2865.98,2327.63,,2022,hindustanaeronauticsltd
31,Minority Interest,0.01,0.16,0.40,0.17,0.25,,2022,hindustanaeronauticsltd
32,Consolidated Profit/Loss After MI And Associates,5827.74,5080.04,3239.46,2873.17,2328.63,,2022,hindustanaeronauticsltd
33,OTHER ADDITIONAL INFORMATION,,,,,,,2022,hindustanaeronauticsltd
34,EARNINGS PER SHARE,,,,,,,2022,hindustanaeronauticsltd
35,Basic EPS (Rs.),174.00,152.00,97.00,86.00,70.00,,2022,hindustanaeronauticsltd
36,Diluted EPS (Rs.),174.00,152.00,97.00,86.00,70.00,,2022,hindustanaeronauticsltd
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,2022,hindustanaeronauticsltd
38,Equity Share Dividend,1671.94,1337.55,1003.16,1111.84,662.09,,2022,hindustanaeronauticsltd
39,Tax On Dividend,0.00,0.00,0.00,228.54,136.09,,2022,hindustanaeronauticsltd
0,Profit & Loss account of Hindustan Aeronautics Ltd. (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2023,hindustanaeronauticsltd
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2023,hindustanaeronauticsltd
2,INCOME,,,,,,,2023,hindustanaeronauticsltd
3,Revenue From Operations [Gross],26360.56,24361.47,22368.89,21217.66,19820.69,,2023,hindustanaeronauticsltd
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,2023,hindustanaeronauticsltd
5,Revenue From Operations [Net],26360.56,24361.47,22368.89,21217.66,19820.69,,2023,hindustanaeronauticsltd
6,Total Operating Revenues,26927.46,24620.02,22754.54,21438.17,20008.23,,2023,hindustanaeronauticsltd
7,Other Income,1670.12,984.93,358.23,293.91,375.51,,2023,hindustanaeronauticsltd
8,Total Revenue,28597.58,25604.95,23112.77,21732.08,20383.74,,2023,hindustanaeronauticsltd
9,EXPENSES,,,,,,,2023,hindustanaeronauticsltd
10,Cost Of Materials Consumed,9993.68,8752.24,7764.72,8164.53,7355.43,,2023,hindustanaeronauticsltd
11,Purchase Of Stock-In Trade,799.15,656.68,821.16,587.15,307.49,,2023,hindustanaeronauticsltd
12,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,,2023,hindustanaeronauticsltd
13,Changes In Inventories Of FGWIP And Stock In Trade,-690.72,592.30,2458.14,635.68,1172.15,,2023,hindustanaeronauticsltd
14,Employee Benefit Expenses,4910.37,4604.42,4305.17,4777.57,4311.03,,2023,hindustanaeronauticsltd
15,Finance Costs,57.97,58.20,259.17,348.46,169.60,,2023,hindustanaeronauticsltd
16,Depreciation And Amortisation Expenses,2382.10,1286.96,1178.28,998.52,1025.26,,2023,hindustanaeronauticsltd
17,Other Expenses,2076.62,1534.01,1475.80,1627.03,1919.41,,2023,hindustanaeronauticsltd
18,Total Expenses,22090.95,20380.19,18842.61,17889.03,16659.83,,2023,hindustanaeronauticsltd
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",6506.63,5224.76,4270.16,3843.05,3723.91,,2023,hindustanaeronauticsltd
20,Exceptional Items,0.00,0.00,2.02,118.92,0.00,,2023,hindustanaeronauticsltd
21,Profit/Loss Before Tax,6506.63,5224.76,4272.18,3961.97,3723.91,,2023,hindustanaeronauticsltd
22,Tax Expenses-Continued Operations,,,,,,,2023,hindustanaeronauticsltd
23,Current Tax,2250.00,1900.00,645.00,1180.00,1586.29,,2023,hindustanaeronauticsltd
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,2023,hindustanaeronauticsltd
25,Deferred Tax,-594.77,-562.62,442.26,-84.01,-199.83,,2023,hindustanaeronauticsltd
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,2023,hindustanaeronauticsltd
27,Total Tax Expenses,681.77,144.65,1037.93,1095.99,1396.28,,2023,hindustanaeronauticsltd
28,Profit/Loss After Tax And Before ExtraOrdinary Items,5824.86,5080.11,3234.25,2865.98,2327.63,,2023,hindustanaeronauticsltd
29,Profit/Loss From Continuing Operations,5824.86,5080.11,3234.25,2865.98,2327.63,,2023,hindustanaeronauticsltd
30,Profit/Loss For The Period,5824.86,5080.11,3234.25,2865.98,2327.63,,2023,hindustanaeronauticsltd
31,Minority Interest,0.01,0.16,0.40,0.17,0.25,,2023,hindustanaeronauticsltd
32,Consolidated Profit/Loss After MI And Associates,5827.74,5080.04,3239.46,2873.17,2328.63,,2023,hindustanaeronauticsltd
33,OTHER ADDITIONAL INFORMATION,,,,,,,2023,hindustanaeronauticsltd
34,EARNINGS PER SHARE,,,,,,,2023,hindustanaeronauticsltd
35,Basic EPS (Rs.),174.00,152.00,97.00,86.00,70.00,,2023,hindustanaeronauticsltd
36,Diluted EPS (Rs.),174.00,152.00,97.00,86.00,70.00,,2023,hindustanaeronauticsltd
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,2023,hindustanaeronauticsltd
38,Equity Share Dividend,1671.94,1337.55,1003.16,1111.84,662.09,,2023,hindustanaeronauticsltd
39,Tax On Dividend,0.00,0.00,0.00,228.54,136.09,,2023,hindustanaeronauticsltd
0,Profit & Loss account of Havells India (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2018,havellsindia
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2018,havellsindia
2,INCOME,,,,,,,2018,havellsindia
3,Revenue From Operations [Gross],16805.72,13835.45,10382.73,9407.10,9982.82,,2018,havellsindia
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,2018,havellsindia
5,Revenue From Operations [Net],16805.72,13835.45,10382.73,9407.10,9982.82,,2018,havellsindia
6,Total Operating Revenues,16910.73,13938.48,10457.30,9440.26,10073.43,,2018,havellsindia
7,Other Income,177.71,160.44,187.36,113.41,128.65,,2018,havellsindia
8,Total Revenue,17088.44,14098.92,10644.66,9553.67,10202.08,,2018,havellsindia
9,EXPENSES,,,,,,,2018,havellsindia
10,Cost Of Materials Consumed,9317.92,7770.07,5381.95,4379.64,4524.15,,2018,havellsindia
11,Purchase Of Stock-In Trade,3028.75,1871.40,1638.82,1280.81,2003.75,,2018,havellsindia
12,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,,2018,havellsindia
13,Changes In Inventories Of FGWIP And Stock In Trade,-641.20,-219.48,-531.07,172.74,-245.37,,2018,havellsindia
14,Employee Benefit Expenses,1268.32,1020.69,890.63,906.71,841.72,,2018,havellsindia
15,Finance Costs,33.62,53.41,72.68,19.72,16.25,,2018,havellsindia
16,Depreciation And Amortisation Expenses,296.17,260.89,248.91,217.97,152.61,,2018,havellsindia
17,Other Expenses,2337.80,1735.38,1505.19,1671.71,1764.83,,2018,havellsindia
18,Total Expenses,15641.38,12492.36,9207.11,8649.30,9057.94,,2018,havellsindia
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",1447.06,1606.56,1437.55,904.37,1144.14,,2018,havellsindia
20,Exceptional Items,0.00,0.00,0.00,0.00,0.00,,2018,havellsindia
21,Profit/Loss Before Tax,1447.06,1606.56,1437.55,904.37,1144.14,,2018,havellsindia
22,Tax Expenses-Continued Operations,,,,,,,2018,havellsindia
23,Current Tax,364.44,398.58,340.65,198.99,270.16,,2018,havellsindia
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,2018,havellsindia
25,Deferred Tax,10.89,11.51,52.59,-30.23,88.11,,2018,havellsindia
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,2018,havellsindia
27,Total Tax Expenses,375.33,410.09,393.24,168.76,358.27,,2018,havellsindia
28,Profit/Loss After Tax And Before ExtraOrdinary Items,1071.73,1196.47,1044.31,735.61,785.87,,2018,havellsindia
29,Profit/Loss From Continuing Operations,1071.73,1196.47,1044.31,735.61,785.87,,2018,havellsindia
30,Profit/Loss For The Period,1071.73,1196.47,1044.31,735.35,785.54,,2018,havellsindia
31,Minority Interest,0.00,0.00,0.00,0.00,0.44,,2018,havellsindia
32,Consolidated Profit/Loss After MI And Associates,1071.73,1196.47,1044.31,735.35,785.98,,2018,havellsindia
33,OTHER ADDITIONAL INFORMATION,,,,,,,2018,havellsindia
34,EARNINGS PER SHARE,,,,,,,2018,havellsindia
35,Basic EPS (Rs.),17.00,19.00,17.00,12.00,13.00,,2018,havellsindia
36,Diluted EPS (Rs.),17.00,19.00,17.00,12.00,13.00,,2018,havellsindia
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,2018,havellsindia
38,Equity Share Dividend,469.88,187.89,187.80,531.93,250.19,,2018,havellsindia
39,Tax On Dividend,0.00,0.00,0.00,109.34,51.43,,2018,havellsindia
0,Profit & Loss account of Havells India (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2019,havellsindia
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2019,havellsindia
2,INCOME,,,,,,,2019,havellsindia
