,0,1,2,3,Stock,4,5,6
2,(a) Int. /Disc. on Adv/Bills,30735.06,22603.32,21620.53,kotakmahindrabank,24877.11,22266.27,
3,(b) Income on Investment,9894.38,9595.02,9274.97,kotakmahindrabank,7327.31,6443.81,
4,(c) Int. on balances With RBI,1029.35,1004.38,1480.91,kotakmahindrabank,827.64,735.17,
5,(d) Others,492.24,537.68,443.42,kotakmahindrabank,442.10,489.51,
6,Other Income,26233.27,25142.42,23883.90,kotakmahindrabank,16825.53,15968.60,
7,EXPENDITURE,,,,kotakmahindrabank,,,
8,Interest Expended,14412.14,11553.29,12966.55,kotakmahindrabank,15900.68,15186.61,
9,Employees Cost,8479.03,7140.93,5855.70,kotakmahindrabank,5755.97,4850.90,
10,Other Expenses,25406.17,23468.65,21453.45,kotakmahindrabank,14663.14,14244.77,
11,Depreciation,--,--,--,kotakmahindrabank,--,--,
12,Operating Profit before Provisions and contingencies,20086.96,16719.95,16428.03,kotakmahindrabank,13979.90,11621.08,
13,Provisions And Contingencies,440.78,771.65,3259.69,kotakmahindrabank,2558.10,1045.36,
14,Exceptional Items,--,--,--,kotakmahindrabank,--,--,
15,P/L Before Tax,19646.18,15948.30,13168.34,kotakmahindrabank,11421.80,10575.72,
16,Tax,4865.74,4016.43,3265.44,kotakmahindrabank,2814.72,3456.02,
17,P/L After Tax from Ordinary Activities,14780.44,11931.87,9902.90,kotakmahindrabank,8607.08,7119.70,
18,Prior Year Adjustments,--,--,--,kotakmahindrabank,--,--,
19,Extra Ordinary Items,--,--,--,kotakmahindrabank,--,--,
20,Net Profit/(Loss) For the Period,14780.44,11931.87,9902.90,kotakmahindrabank,8607.08,7119.70,
21,Minority Interest,--,--,--,kotakmahindrabank,--,--,
22,Share Of P/L Of Associates,144.57,157.52,87.30,kotakmahindrabank,-13.72,84.43,
23,Net P/L After M.I & Associates,14925.01,12089.39,9990.20,kotakmahindrabank,8593.36,7204.13,
24,Equity Share Capital,993.28,992.33,990.92,kotakmahindrabank,956.52,954.38,
25,Reserves Excluding Revaluation Reserves,110760.81,95641.70,83345.53,kotakmahindrabank,65677.60,56825.35,
26,Equity Dividend Rate (%),--,--,--,kotakmahindrabank,--,--,
27,ANALYTICAL RATIOS,,,,kotakmahindrabank,,,
28,a) % of Share by Govt.,--,--,--,kotakmahindrabank,--,--,
29,b) Capital Adequacy Ratio - Basel -I,--,--,--,kotakmahindrabank,--,--,
30,c) Capital Adequacy Ratio - Basel -II,--,--,--,kotakmahindrabank,--,--,
31,EPS Before Extra Ordinary,,,,kotakmahindrabank,,,
32,Basic EPS,74.96,60.76,50.53,kotakmahindrabank,44.73,37.78,
33,Diluted EPS,74.94,60.73,50.49,kotakmahindrabank,44.68,37.74,
34,EPS After Extra Ordinary,,,,kotakmahindrabank,,,
35,Basic EPS.,74.96,60.76,50.53,kotakmahindrabank,44.73,37.78,
36,Diluted EPS.,74.94,60.73,50.49,kotakmahindrabank,44.68,37.74,
37,NPA Ratios :,,,,kotakmahindrabank,,,
38,i) Gross NPA,6418.67,7334.05,8276.29,kotakmahindrabank,5487.66,4789.23,
39,ii) Net NPA,1478.64,2148.72,3105.50,kotakmahindrabank,1744.81,1695.82,
40,i) % of Gross NPA,1.76,2.37,3.22,kotakmahindrabank,2.16,1.94,
41,ii) % of Net NPA,0.41,0.71,1.23,kotakmahindrabank,0.70,0.70,
42,Return on Assets %,2.62,2.36,--,kotakmahindrabank,2.10,1.99,
43,Public Share Holding,,,,kotakmahindrabank,,,
44,No Of Shares (Lakhs),--,--,--,kotakmahindrabank,--,--,
45,Share Holding (%),--,--,--,kotakmahindrabank,--,--,
46,Promoters and Promoter Group Shareholding,,,,kotakmahindrabank,,,
47,a) Pledged/Encumbered,,,,kotakmahindrabank,,,
48,- Number of shares (Lakhs),--,--,--,kotakmahindrabank,--,--,
49,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,kotakmahindrabank,--,--,
50,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,kotakmahindrabank,--,--,
51,b) Non-encumbered,,,,kotakmahindrabank,,,
52,- Number of shares (Lakhs).,--,--,--,kotakmahindrabank,--,--,
53,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,kotakmahindrabank,--,--,
54,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,kotakmahindrabank,--,--,
0,Yearly Results of L&T Finance Holdings (in Rs. Cr.),Mar '23,Mar '22,Mar '21,ltfinanceholdings,Mar '20,Mar '19,
1,Net Sales/Income from operations,12774.95,11929.70,13678.07,ltfinanceholdings,14175.50,12989.72,
2,Other Operating Income,--,--,--,ltfinanceholdings,--,--,
3,Total Income From Operations,12774.95,11929.70,13678.07,ltfinanceholdings,14175.50,12989.72,
4,EXPENDITURE,,,,ltfinanceholdings,,,
5,Consumption of Raw Materials,--,--,--,ltfinanceholdings,--,--,
6,Purchase of Traded Goods,--,--,--,ltfinanceholdings,--,--,
7,Increase/Decrease in Stocks,--,--,--,ltfinanceholdings,--,--,
8,Power & Fuel,--,--,--,ltfinanceholdings,--,--,
9,Employees Cost,1405.93,1094.84,1007.06,ltfinanceholdings,1062.32,824.73,
10,Depreciation,111.24,102.64,87.09,ltfinanceholdings,81.59,49.62,
11,Excise Duty,--,--,--,ltfinanceholdings,--,--,
12,Admin. And Selling Expenses,--,--,--,ltfinanceholdings,--,--,
13,R & D Expenses,--,--,--,ltfinanceholdings,--,--,
14,Provisions And Contingencies,1560.18,1709.17,2978.03,ltfinanceholdings,1994.19,--,
15,Exp. Capitalised,--,--,--,ltfinanceholdings,--,--,
16,Other Expenses,2296.46,2440.26,1538.41,ltfinanceholdings,1216.35,2515.16,
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",7401.14,6582.79,8067.48,ltfinanceholdings,9821.05,9600.21,
18,Other Income,526.75,393.85,402.03,ltfinanceholdings,372.63,311.80,
19,"P/L Before Int., Excpt. Items & Tax",7927.89,6976.64,8469.51,ltfinanceholdings,10193.68,9912.01,
20,Interest,5797.24,5753.79,7199.92,ltfinanceholdings,7513.60,6860.03,
21,P/L Before Exceptional Items & Tax,2130.65,1222.85,1269.59,ltfinanceholdings,2680.08,3051.98,
22,Exceptional Items,-2687.17,--,225.61,ltfinanceholdings,--,--,
23,P/L Before Tax,-556.52,1222.85,1495.20,ltfinanceholdings,2680.08,3051.98,
24,Tax,172.37,373.62,546.32,ltfinanceholdings,506.44,819.95,
25,P/L After Tax from Ordinary Activities,-728.89,849.23,948.88,ltfinanceholdings,2173.64,2232.03,
26,Prior Year Adjustments,--,--,--,ltfinanceholdings,--,--,
27,Extra Ordinary Items,2265.37,200.01,--,ltfinanceholdings,-473.38,--,
28,Net Profit/(Loss) For the Period,1536.48,1049.24,948.88,ltfinanceholdings,1700.26,2232.03,
29,Minority Interest,86.77,20.87,22.06,ltfinanceholdings,-0.09,-5.73,
30,Share Of P/L Of Associates,--,--,--,ltfinanceholdings,--,--,
31,Net P/L After M.I & Associates,1623.25,1070.11,970.94,ltfinanceholdings,1700.17,2226.30,
32,Equity Share Capital,2479.67,2474.04,2469.45,ltfinanceholdings,2004.83,1998.81,
33,Reserves Excluding Revaluation Reserves,18907.67,17290.96,16103.98,ltfinanceholdings,12506.32,11327.85,
34,Equity Dividend Rate (%),--,--,--,ltfinanceholdings,--,--,
35,EPS Before Extra Ordinary,,,,ltfinanceholdings,,,
36,Basic EPS,6.56,4.33,4.49,ltfinanceholdings,8.50,11.15,
37,Diluted EPS,6.54,4.32,4.47,ltfinanceholdings,8.46,11.10,
38,EPS After Extra Ordinary,,,,ltfinanceholdings,,,
39,Basic EPS.,6.56,4.24,4.49,ltfinanceholdings,8.50,11.15,
40,Diluted EPS.,6.54,4.32,4.47,ltfinanceholdings,8.46,11.10,
41,Public Share Holding,,,,ltfinanceholdings,,,
42,No Of Shares (Crores),--,--,--,ltfinanceholdings,--,--,
43,Share Holding (%),--,--,--,ltfinanceholdings,--,--,
44,Promoters and Promoter Group Shareholding,,,,ltfinanceholdings,,,
45,a) Pledged/Encumbered,,,,ltfinanceholdings,,,
46,- Number of shares (Crores),--,--,--,ltfinanceholdings,--,--,
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,ltfinanceholdings,--,--,
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,ltfinanceholdings,--,--,
49,b) Non-encumbered,,,,ltfinanceholdings,,,
50,- Number of shares (Crores).,--,--,--,ltfinanceholdings,--,--,
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,ltfinanceholdings,--,--,
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,ltfinanceholdings,--,--,
0,Yearly Results of L&T Technology Services (in Rs. Cr.),Mar '23,Mar '22,Mar '21,lttechnologyservices,Mar '20,Mar '19,
1,Net Sales/Income from operations,8013.60,6569.70,5449.70,lttechnologyservices,5619.10,5078.30,
2,Other Operating Income,--,--,--,lttechnologyservices,--,--,
3,Total Income From Operations,8013.60,6569.70,5449.70,lttechnologyservices,5619.10,5078.30,
4,EXPENDITURE,,,,lttechnologyservices,,,
5,Consumption of Raw Materials,--,--,--,lttechnologyservices,--,--,
6,Purchase of Traded Goods,--,--,--,lttechnologyservices,--,--,
7,Increase/Decrease in Stocks,--,--,--,lttechnologyservices,--,--,
8,Power & Fuel,--,--,--,lttechnologyservices,--,--,
9,Employees Cost,4563.90,3650.50,3361.50,lttechnologyservices,3291.60,3178.80,
10,Depreciation,231.50,214.40,218.30,lttechnologyservices,182.90,104.20,
11,Excise Duty,--,--,--,lttechnologyservices,--,--,
12,Admin. And Selling Expenses,--,--,--,lttechnologyservices,--,--,
13,R & D Expenses,--,--,--,lttechnologyservices,--,--,
14,Provisions And Contingencies,--,--,--,lttechnologyservices,--,--,
15,Exp. Capitalised,--,--,--,lttechnologyservices,--,--,
16,Other Expenses,1739.00,1504.30,1080.80,lttechnologyservices,1217.00,984.80,
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",1479.20,1200.50,789.10,lttechnologyservices,927.60,810.50,
18,Other Income,208.00,152.40,153.70,lttechnologyservices,209.10,222.80,
19,"P/L Before Int., Excpt. Items & Tax",1687.20,1352.90,942.80,lttechnologyservices,1136.70,1033.30,
20,Interest,43.50,43.70,45.50,lttechnologyservices,36.50,1.90,
21,P/L Before Exceptional Items & Tax,1643.70,1309.20,897.30,lttechnologyservices,1100.20,1031.40,
22,Exceptional Items,--,--,--,lttechnologyservices,--,--,
23,P/L Before Tax,1643.70,1309.20,897.30,lttechnologyservices,1100.20,1031.40,
24,Tax,469.60,348.60,230.80,lttechnologyservices,277.80,263.00,
25,P/L After Tax from Ordinary Activities,1174.10,960.60,666.50,lttechnologyservices,822.40,768.40,
26,Prior Year Adjustments,--,--,--,lttechnologyservices,--,--,
27,Extra Ordinary Items,--,--,--,lttechnologyservices,--,--,
28,Net Profit/(Loss) For the Period,1174.10,960.60,666.50,lttechnologyservices,822.40,768.40,
29,Minority Interest,-4.30,-3.60,-3.20,lttechnologyservices,-3.80,-2.80,
30,Share Of P/L Of Associates,--,--,--,lttechnologyservices,--,--,
31,Net P/L After M.I & Associates,1169.80,957.00,663.30,lttechnologyservices,818.60,765.60,
32,Equity Share Capital,21.10,21.10,21.00,lttechnologyservices,20.90,20.80,
33,Reserves Excluding Revaluation Reserves,4836.00,4122.70,3422.40,lttechnologyservices,2712.30,2423.90,
34,Equity Dividend Rate (%),--,--,--,lttechnologyservices,--,--,
35,EPS Before Extra Ordinary,,,,lttechnologyservices,,,
36,Basic EPS,110.80,90.92,63.32,lttechnologyservices,78.56,74.06,
37,Diluted EPS,110.48,90.74,62.90,lttechnologyservices,77.70,72.91,
38,EPS After Extra Ordinary,,,,lttechnologyservices,,,
39,Basic EPS.,110.80,90.92,63.32,lttechnologyservices,78.56,74.06,
40,Diluted EPS.,110.48,90.74,62.90,lttechnologyservices,77.70,72.91,
41,Public Share Holding,,,,lttechnologyservices,,,
42,No Of Shares (Crores),--,--,--,lttechnologyservices,--,--,
43,Share Holding (%),--,--,--,lttechnologyservices,--,--,
44,Promoters and Promoter Group Shareholding,,,,lttechnologyservices,,,
45,a) Pledged/Encumbered,,,,lttechnologyservices,,,
46,- Number of shares (Crores),--,--,--,lttechnologyservices,--,--,
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,lttechnologyservices,--,--,
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,lttechnologyservices,--,--,
49,b) Non-encumbered,,,,lttechnologyservices,,,
50,- Number of shares (Crores).,--,--,--,lttechnologyservices,--,--,
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,lttechnologyservices,--,--,
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,lttechnologyservices,--,--,
0,Yearly Results of LIC Housing Finance (in Rs. Cr.),Mar '23,Mar '22,Mar '21,lichousingfinance,Mar '20,Mar '19,
1,Net Sales/Income from operations,22713.90,19974.36,19881.70,lichousingfinance,19736.10,17392.59,
2,Other Operating Income,--,--,--,lichousingfinance,--,--,
3,Total Income From Operations,22713.90,19974.36,19881.70,lichousingfinance,19736.10,17392.59,
4,EXPENDITURE,,,,lichousingfinance,,,
5,Consumption of Raw Materials,26.45,--,1.03,lichousingfinance,4.68,4.18,
6,Purchase of Traded Goods,--,--,--,lichousingfinance,--,--,
7,Increase/Decrease in Stocks,--,--,--,lichousingfinance,--,--,
8,Power & Fuel,--,--,--,lichousingfinance,--,--,
9,Employees Cost,516.41,602.45,323.78,lichousingfinance,327.61,274.58,
10,Depreciation,69.04,55.19,52.47,lichousingfinance,51.11,11.92,
11,Excise Duty,--,--,--,lichousingfinance,--,--,
12,Admin. And Selling Expenses,--,--,--,lichousingfinance,--,--,
13,R & D Expenses,--,--,--,lichousingfinance,--,--,
14,Provisions And Contingencies,1750.89,1988.24,1317.61,lichousingfinance,952.08,--,
15,Exp. Capitalised,--,--,--,lichousingfinance,--,--,
16,Other Expenses,672.75,421.09,369.82,lichousingfinance,307.80,822.12,
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",19678.36,16907.39,17816.99,lichousingfinance,18092.82,16279.79,
18,Other Income,17.17,30.95,-1.48,lichousingfinance,-29.22,2.99,
19,"P/L Before Int., Excpt. Items & Tax",19695.53,16938.34,17815.51,lichousingfinance,18063.60,16282.78,
20,Interest,16134.75,14151.09,14450.38,lichousingfinance,14781.42,12891.03,
21,P/L Before Exceptional Items & Tax,3560.78,2787.25,3365.13,lichousingfinance,3282.18,3391.75,
22,Exceptional Items,--,--,--,lichousingfinance,--,--,
23,P/L Before Tax,3560.78,2787.25,3365.13,lichousingfinance,3282.18,3391.75,
24,Tax,669.60,501.25,624.00,lichousingfinance,878.52,957.38,
25,P/L After Tax from Ordinary Activities,2891.18,2286.00,2741.13,lichousingfinance,2403.66,2434.37,
26,Prior Year Adjustments,--,--,--,lichousingfinance,--,--,
27,Extra Ordinary Items,--,--,--,lichousingfinance,--,--,
28,Net Profit/(Loss) For the Period,2891.18,2286.00,2741.13,lichousingfinance,2403.66,2434.37,
29,Minority Interest,-0.12,-0.35,-0.41,lichousingfinance,-0.40,-0.42,
30,Share Of P/L Of Associates,-0.51,--,2.06,lichousingfinance,0.52,-0.11,
31,Net P/L After M.I & Associates,2890.55,2285.65,2742.78,lichousingfinance,2403.78,2433.84,
32,Equity Share Capital,110.08,110.08,100.99,lichousingfinance,100.93,100.93,
33,Reserves Excluding Revaluation Reserves,27531.29,24640.74,20500.44,lichousingfinance,18163.88,16229.83,
34,Equity Dividend Rate (%),--,--,--,lichousingfinance,--,--,
35,EPS Before Extra Ordinary,,,,lichousingfinance,,,
36,Basic EPS,52.53,43.12,54.32,lichousingfinance,47.63,48.23,
37,Diluted EPS,--,43.12,54.32,lichousingfinance,47.63,48.23,
38,EPS After Extra Ordinary,,,,lichousingfinance,,,
39,Basic EPS.,52.53,43.12,54.32,lichousingfinance,47.63,48.23,
40,Diluted EPS.,--,43.12,54.32,lichousingfinance,47.63,48.23,
41,Public Share Holding,,,,lichousingfinance,,,
42,No Of Shares (Crores),--,--,--,lichousingfinance,--,--,
43,Share Holding (%),--,--,--,lichousingfinance,--,--,
44,Promoters and Promoter Group Shareholding,,,,lichousingfinance,,,
45,a) Pledged/Encumbered,,,,lichousingfinance,,,
46,- Number of shares (Crores),--,--,--,lichousingfinance,--,--,
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,lichousingfinance,--,--,
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,lichousingfinance,--,--,
49,b) Non-encumbered,,,,lichousingfinance,,,
50,- Number of shares (Crores).,--,--,--,lichousingfinance,--,--,
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,lichousingfinance,--,--,
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,lichousingfinance,--,--,
0,Yearly Results of LTIMindtree (in Rs. Cr.),Mar '23,Mar '22,Mar '21,ltimindtree,Mar '20,Mar '19,
1,Net Sales/Income from operations,33183.00,26108.70,12369.80,ltimindtree,10878.60,9445.80,
2,Other Operating Income,--,--,--,ltimindtree,--,--,
3,Total Income From Operations,33183.00,26108.70,12369.80,ltimindtree,10878.60,9445.80,
4,EXPENDITURE,,,,ltimindtree,,,
5,Consumption of Raw Materials,--,--,--,ltimindtree,--,--,
6,Purchase of Traded Goods,--,--,--,ltimindtree,--,--,
7,Increase/Decrease in Stocks,--,--,--,ltimindtree,--,--,
8,Power & Fuel,--,--,--,ltimindtree,--,--,
9,Employees Cost,20879.90,15989.20,7428.90,ltimindtree,6516.60,5466.80,
10,Depreciation,722.70,597.10,332.50,ltimindtree,273.00,147.20,
11,Excise Duty,--,--,--,ltimindtree,--,--,
12,Admin. And Selling Expenses,--,--,--,ltimindtree,--,--,
13,R & D Expenses,--,--,--,ltimindtree,--,--,
14,Provisions And Contingencies,--,--,--,ltimindtree,--,--,
15,Exp. Capitalised,--,--,--,ltimindtree,--,--,
16,Other Expenses,6195.40,4870.90,2215.80,ltimindtree,2332.70,2095.70,
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",5385.00,4651.50,2392.60,ltimindtree,1756.30,1736.10,
18,Other Income,556.90,765.80,274.40,ltimindtree,329.20,302.30,
19,"P/L Before Int., Excpt. Items & Tax",5941.90,5417.30,2667.00,ltimindtree,2085.50,2038.40,
20,Interest,150.40,123.40,78.80,ltimindtree,82.60,10.60,
21,P/L Before Exceptional Items & Tax,5791.50,5293.90,2588.20,ltimindtree,2002.90,2027.80,
22,Exceptional Items,--,--,--,ltimindtree,--,--,
23,P/L Before Tax,5791.50,5293.90,2588.20,ltimindtree,2002.90,2027.80,
24,Tax,1381.20,1343.90,650.00,ltimindtree,482.40,512.30,
25,P/L After Tax from Ordinary Activities,4410.30,3950.00,1938.20,ltimindtree,1520.50,1515.50,
26,Prior Year Adjustments,--,--,--,ltimindtree,--,--,
27,Extra Ordinary Items,--,--,--,ltimindtree,--,--,
28,Net Profit/(Loss) For the Period,4410.30,3950.00,1938.20,ltimindtree,1520.50,1515.50,
29,Minority Interest,-2.00,-1.70,-2.10,ltimindtree,-0.40,0.40,
30,Share Of P/L Of Associates,--,--,--,ltimindtree,--,--,
31,Net P/L After M.I & Associates,4408.30,3948.30,1936.10,ltimindtree,1520.10,1515.90,
32,Equity Share Capital,29.60,17.50,17.50,ltimindtree,17.40,17.40,
33,Reserves Excluding Revaluation Reserves,16078.60,8797.10,7206.50,ltimindtree,5280.40,4743.20,
34,Equity Dividend Rate (%),--,--,--,ltimindtree,--,--,
35,EPS Before Extra Ordinary,,,,ltimindtree,,,
36,Basic EPS,149.07,133.67,110.98,ltimindtree,87.45,87.67,
37,Diluted EPS,148.83,133.35,110.26,ltimindtree,86.61,86.43,
38,EPS After Extra Ordinary,,,,ltimindtree,,,
39,Basic EPS.,149.07,133.67,110.98,ltimindtree,87.45,87.67,
40,Diluted EPS.,148.83,133.35,110.26,ltimindtree,86.61,86.43,
41,Public Share Holding,,,,ltimindtree,,,
42,No Of Shares (Crores),--,--,--,ltimindtree,--,--,
43,Share Holding (%),--,--,--,ltimindtree,--,--,
44,Promoters and Promoter Group Shareholding,,,,ltimindtree,,,
45,a) Pledged/Encumbered,,,,ltimindtree,,,
46,- Number of shares (Crores),--,--,--,ltimindtree,--,--,
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,ltimindtree,--,--,
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,ltimindtree,--,--,
49,b) Non-encumbered,,,,ltimindtree,,,
50,- Number of shares (Crores).,--,--,--,ltimindtree,--,--,
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,ltimindtree,--,--,
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,ltimindtree,--,--,
0,Yearly Results of Larsen & Toubro (in Rs. Cr.),Mar '23,Mar '22,Mar '21,larsentoubro,Mar '20,Mar '19,
1,Net Sales/Income from operations,183340.70,156521.23,135979.03,larsentoubro,145452.36,135220.29,
2,Other Operating Income,--,--,--,larsentoubro,--,--,
3,Total Income From Operations,183340.70,156521.23,135979.03,larsentoubro,145452.36,135220.29,
4,EXPENDITURE,,,,larsentoubro,,,
5,Consumption of Raw Materials,18995.11,17100.84,15571.40,larsentoubro,15548.66,14771.56,
6,Purchase of Traded Goods,1052.86,1069.50,1213.58,larsentoubro,841.09,887.87,
7,Increase/Decrease in Stocks,-3156.64,-2076.60,6348.75,larsentoubro,647.70,-731.11,
8,Power & Fuel,--,--,--,larsentoubro,--,--,
9,Employees Cost,37214.11,29733.53,24762.01,larsentoubro,23114.00,17466.40,
10,Depreciation,3502.25,2947.95,2904.21,larsentoubro,2462.27,1923.03,
11,Excise Duty,--,--,--,larsentoubro,--,--,
12,Admin. And Selling Expenses,8758.04,8831.89,8892.00,larsentoubro,8646.71,6791.21,
13,R & D Expenses,--,--,--,larsentoubro,--,--,
14,Provisions And Contingencies,--,--,--,larsentoubro,--,--,
