,0,1,2,3,Stock,4,5,6
25,Tangible Assets,20228.00,17898.00,17354.00,infosys,16603.00,11479.00,
26,Intangible Assets,1749.00,1707.00,2072.00,infosys,1900.00,691.00,
27,Capital Work-In-Progress,288.00,416.00,922.00,infosys,954.00,1388.00,
28,Fixed Assets,22265.00,20021.00,20348.00,infosys,19457.00,13558.00,
29,Non-Current Investments,12569.00,13651.00,11863.00,infosys,4137.00,4634.00,
30,Deferred Tax Assets [Net],1245.00,1212.00,1098.00,infosys,1744.00,1372.00,
31,Long Term Loans And Advances,39.00,34.00,32.00,infosys,21.00,19.00,
32,Other Non-Current Assets,11569.00,9587.00,8233.00,infosys,7547.00,8737.00,
33,Total Non-Current Assets,54935.00,50700.00,47653.00,infosys,38192.00,31860.00,
34,CURRENT ASSETS,,,,infosys,,,
35,Current Investments,6909.00,6673.00,2342.00,infosys,4655.00,6627.00,
36,Inventories,0.00,0.00,0.00,infosys,0.00,0.00,
37,Trade Receivables,25424.00,22698.00,19294.00,infosys,18487.00,14827.00,
38,Cash And Cash Equivalents,12173.00,17472.00,24714.00,infosys,18649.00,19568.00,
39,Short Term Loans And Advances,289.00,248.00,159.00,infosys,239.00,241.00,
40,OtherCurrentAssets,26086.00,20094.00,14224.00,infosys,12546.00,11615.00,
41,Total Current Assets,70881.00,67185.00,60733.00,infosys,54576.00,52878.00,
42,Total Assets,125816.00,117885.00,108386.00,infosys,92768.00,84738.00,
43,OTHER ADDITIONAL INFORMATION,,,,infosys,,,
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,infosys,,,
45,Contingent Liabilities,5813.00,5914.00,4836.00,infosys,5009.00,4891.00,
46,BONUS DETAILS,,,,infosys,,,
47,Bonus Equity Share Capital,1989.20,2017.09,2117.09,infosys,2117.09,2165.82,
48,NON-CURRENT INVESTMENTS,,,,infosys,,,
49,Non-Current Investments Quoted Market Value,12042.00,13612.00,11997.00,infosys,4268.00,4711.00,
50,Non-Current Investments Unquoted Book Value,767.00,5818.00,259.00,infosys,165.00,0.00,
51,CURRENT INVESTMENTS,,,,infosys,,,
52,Current Investments Quoted Market Value,1637.00,1247.00,843.00,infosys,1425.00,1862.00,
53,Current Investments Unquoted Book Value,5291.00,2012.00,1500.00,infosys,3230.00,4902.00,
0,Balance Sheet of Interglobe Aviation (in Rs. Cr.),Mar 23,Mar 22,Mar 21,interglobeaviation,Mar 20,Mar 19,
1,,12 mths,12 mths,12 mths,interglobeaviation,12 mths,12 mths,
2,EQUITIES AND LIABILITIES,,,,interglobeaviation,,,
3,SHAREHOLDER'S FUNDS,,,,interglobeaviation,,,
4,Equity Share Capital,385.55,385.26,384.91,interglobeaviation,384.80,384.41,
5,Total Share Capital,385.55,385.26,384.91,interglobeaviation,384.80,384.41,
6,Reserves and Surplus,-6686.06,-6427.75,-314.95,interglobeaviation,5476.75,6514.84,
7,Total Reserves and Surplus,-6686.06,-6427.75,-314.95,interglobeaviation,5476.75,6514.84,
8,Total Shareholders Funds,-6252.40,-5993.94,104.98,interglobeaviation,5872.06,6939.93,
9,Minority Interest,0.00,0.00,0.00,interglobeaviation,0.00,0.00,
10,NON-CURRENT LIABILITIES,,,,interglobeaviation,,,
11,Long Term Borrowings,0.00,416.17,381.63,interglobeaviation,346.59,2193.67,
12,Deferred Tax Liabilities [Net],0.00,0.00,0.00,interglobeaviation,0.00,64.42,
13,Other Long Term Liabilities,40228.74,28527.66,23082.68,interglobeaviation,18875.60,7536.77,
14,Long Term Provisions,1336.45,589.69,552.29,interglobeaviation,563.50,275.82,
15,Total Non-Current Liabilities,41565.19,29533.52,24016.60,interglobeaviation,19785.68,10070.68,
16,CURRENT LIABILITIES,,,,interglobeaviation,,,
17,Short Term Borrowings,2252.34,3480.57,2124.00,interglobeaviation,0.00,0.00,
18,Trade Payables,3208.99,3151.82,1551.33,interglobeaviation,1567.58,1452.81,
19,Other Current Liabilities,18100.17,15024.48,13640.01,interglobeaviation,13473.62,6393.72,
20,Short Term Provisions,289.65,760.28,1608.36,interglobeaviation,1396.25,163.83,
21,Total Current Liabilities,23851.15,22417.14,18923.69,interglobeaviation,16437.46,8010.36,
22,Total Capital And Liabilities,59169.82,45962.60,43051.15,interglobeaviation,42101.08,25026.84,
23,ASSETS,,,,interglobeaviation,,,
24,NON-CURRENT ASSETS,,,,interglobeaviation,,,
25,Tangible Assets,27647.66,21262.10,18783.14,interglobeaviation,16745.71,5631.55,
26,Intangible Assets,10.73,21.56,33.50,interglobeaviation,33.59,30.49,
27,Capital Work-In-Progress,0.00,119.32,66.35,interglobeaviation,129.27,22.02,
28,Fixed Assets,27679.21,21409.02,18888.40,interglobeaviation,16919.54,5685.67,
29,Non-Current Investments,0.07,0.01,0.08,interglobeaviation,0.08,0.02,
30,Deferred Tax Assets [Net],294.94,294.94,302.69,interglobeaviation,299.28,0.97,
31,Long Term Loans And Advances,0.00,0.00,1580.66,interglobeaviation,1275.95,584.40,
32,Other Non-Current Assets,5046.89,4029.74,1465.40,interglobeaviation,1149.77,638.75,
33,Total Non-Current Assets,33021.11,25733.72,22237.24,interglobeaviation,19644.62,6909.80,
34,CURRENT ASSETS,,,,interglobeaviation,,,
35,Current Investments,11558.03,8106.47,7339.41,interglobeaviation,9499.17,6516.57,
36,Inventories,591.07,408.06,316.42,interglobeaviation,286.13,211.44,
37,Trade Receivables,519.90,332.92,218.98,interglobeaviation,259.42,362.47,
38,Cash And Cash Equivalents,11839.69,10120.14,11227.67,interglobeaviation,10872.43,8622.00,
39,Short Term Loans And Advances,0.00,0.00,128.60,interglobeaviation,455.12,466.96,
40,OtherCurrentAssets,1640.03,1261.28,1582.85,interglobeaviation,1084.20,1937.61,
41,Total Current Assets,26148.71,20228.88,20813.92,interglobeaviation,22456.46,18117.05,
42,Total Assets,59169.82,45962.60,43051.15,interglobeaviation,42101.08,25026.84,
43,OTHER ADDITIONAL INFORMATION,,,,interglobeaviation,,,
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,interglobeaviation,,,
45,Contingent Liabilities,309451.13,296714.46,293933.59,interglobeaviation,320855.92,153358.78,
46,BONUS DETAILS,,,,interglobeaviation,,,
47,Bonus Equity Share Capital,309.25,309.25,309.25,interglobeaviation,309.34,309.34,
48,NON-CURRENT INVESTMENTS,,,,interglobeaviation,,,
49,Non-Current Investments Quoted Market Value,0.00,0.00,0.00,interglobeaviation,0.00,0.00,
50,Non-Current Investments Unquoted Book Value,0.07,0.01,0.08,interglobeaviation,0.08,0.02,
51,CURRENT INVESTMENTS,,,,interglobeaviation,,,
52,Current Investments Quoted Market Value,0.00,0.00,0.00,interglobeaviation,0.00,0.00,
53,Current Investments Unquoted Book Value,11558.03,8106.47,7339.41,interglobeaviation,9499.17,6516.57,
0,Balance Sheet of Ipca Laboratories (in Rs. Cr.),Mar 23,Mar 22,Mar 21,ipcalaboratories,Mar 20,Mar 19,
1,,12 mths,12 mths,12 mths,ipcalaboratories,12 mths,12 mths,
2,EQUITIES AND LIABILITIES,,,,ipcalaboratories,,,
3,SHAREHOLDER'S FUNDS,,,,ipcalaboratories,,,
4,Equity Share Capital,25.37,25.37,25.37,ipcalaboratories,25.27,25.27,
5,Total Share Capital,25.37,25.37,25.37,ipcalaboratories,25.27,25.27,
6,Reserves and Surplus,5816.65,5466.60,4676.28,ipcalaboratories,3590.27,3097.12,
7,Total Reserves and Surplus,5816.65,5466.60,4676.28,ipcalaboratories,3590.27,3097.12,
8,Total Shareholders Funds,5842.02,5491.97,4701.65,ipcalaboratories,3627.48,3122.39,
9,Minority Interest,73.30,76.92,14.53,ipcalaboratories,13.63,15.54,
10,NON-CURRENT LIABILITIES,,,,ipcalaboratories,,,
11,Long Term Borrowings,651.78,395.18,9.13,ipcalaboratories,102.97,140.85,
12,Deferred Tax Liabilities [Net],189.16,152.58,133.55,ipcalaboratories,141.82,147.55,
13,Other Long Term Liabilities,17.36,13.60,10.40,ipcalaboratories,15.28,1.56,
14,Long Term Provisions,46.99,42.73,38.56,ipcalaboratories,32.23,25.28,
15,Total Non-Current Liabilities,905.29,604.09,191.64,ipcalaboratories,292.30,315.24,
16,CURRENT LIABILITIES,,,,ipcalaboratories,,,
17,Short Term Borrowings,805.75,396.06,243.21,ipcalaboratories,310.95,209.69,
18,Trade Payables,525.06,557.70,664.86,ipcalaboratories,609.85,524.32,
19,Other Current Liabilities,366.98,410.60,149.33,ipcalaboratories,311.92,293.09,
20,Short Term Provisions,108.03,101.52,103.14,ipcalaboratories,93.70,70.40,
21,Total Current Liabilities,1805.82,1465.88,1160.54,ipcalaboratories,1326.42,1097.50,
22,Total Capital And Liabilities,8626.43,7638.86,6068.36,ipcalaboratories,5259.83,4550.67,
23,ASSETS,,,,ipcalaboratories,,,
24,NON-CURRENT ASSETS,,,,ipcalaboratories,,,
25,Tangible Assets,2853.67,2208.75,1962.79,ipcalaboratories,1922.45,1746.47,
26,Intangible Assets,0.00,154.61,63.04,ipcalaboratories,73.84,146.71,
27,Capital Work-In-Progress,0.00,293.85,183.66,ipcalaboratories,70.80,36.09,
28,Fixed Assets,2853.67,2669.79,2260.65,ipcalaboratories,2129.57,1959.51,
29,Non-Current Investments,302.66,269.88,111.43,ipcalaboratories,71.31,30.05,
30,Deferred Tax Assets [Net],3.57,2.02,1.95,ipcalaboratories,2.01,1.84,
31,Long Term Loans And Advances,115.90,71.40,139.47,ipcalaboratories,99.41,117.01,
32,Other Non-Current Assets,123.22,114.44,71.30,ipcalaboratories,39.38,17.31,
33,Total Non-Current Assets,3437.16,3181.69,2631.40,ipcalaboratories,2404.12,2172.92,
34,CURRENT ASSETS,,,,ipcalaboratories,,,
35,Current Investments,323.32,719.31,393.83,ipcalaboratories,238.25,90.38,
36,Inventories,1743.37,1857.97,1594.81,ipcalaboratories,1323.12,1072.50,
37,Trade Receivables,989.02,910.78,811.75,ipcalaboratories,895.20,681.51,
38,Cash And Cash Equivalents,1853.24,640.66,365.07,ipcalaboratories,180.92,282.30,
39,Short Term Loans And Advances,3.23,10.34,2.47,ipcalaboratories,2.95,2.57,
40,OtherCurrentAssets,277.09,318.11,269.03,ipcalaboratories,215.27,248.49,
41,Total Current Assets,5189.27,4457.17,3436.96,ipcalaboratories,2855.71,2377.75,
42,Total Assets,8626.43,7638.86,6068.36,ipcalaboratories,5259.83,4550.67,
43,OTHER ADDITIONAL INFORMATION,,,,ipcalaboratories,,,
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,ipcalaboratories,,,
45,Contingent Liabilities,0.00,274.03,369.48,ipcalaboratories,198.98,165.30,
46,BONUS DETAILS,,,,ipcalaboratories,,,
47,Bonus Equity Share Capital,0.00,10.45,20.90,ipcalaboratories,20.90,20.90,
48,NON-CURRENT INVESTMENTS,,,,ipcalaboratories,,,
49,Non-Current Investments Quoted Market Value,0.00,0.00,0.00,ipcalaboratories,0.00,0.00,
50,Non-Current Investments Unquoted Book Value,0.00,155.19,34.17,ipcalaboratories,37.65,0.00,
51,CURRENT INVESTMENTS,,,,ipcalaboratories,,,
52,Current Investments Quoted Market Value,0.00,719.31,393.83,ipcalaboratories,238.25,90.38,
53,Current Investments Unquoted Book Value,0.00,0.00,0.00,ipcalaboratories,0.00,0.00,
0,Balance Sheet of J. K. Cement (in Rs. Cr.),Mar 23,Mar 22,Mar 21,jkcement,Mar 20,Mar 19,
1,,12 mths,12 mths,12 mths,jkcement,12 mths,12 mths,
2,EQUITIES AND LIABILITIES,,,,jkcement,,,
3,SHAREHOLDER'S FUNDS,,,,jkcement,,,
4,Equity Share Capital,77.27,77.27,77.27,jkcement,77.27,77.27,
5,Total Share Capital,77.27,77.27,77.27,jkcement,77.27,77.27,
6,Reserves and Surplus,4609.48,4247.62,3659.48,jkcement,2950.42,2624.94,
7,Total Reserves and Surplus,4609.48,4247.62,3659.48,jkcement,2950.42,2624.94,
8,Total Shareholders Funds,4686.75,4324.89,3736.75,jkcement,3027.68,2702.21,
9,Minority Interest,-44.40,-34.26,-25.73,jkcement,-20.26,-7.24,
10,NON-CURRENT LIABILITIES,,,,jkcement,,,
11,Long Term Borrowings,4100.97,2986.62,2993.12,jkcement,2703.51,2439.79,
12,Deferred Tax Liabilities [Net],809.39,738.26,592.97,jkcement,417.27,312.27,
13,Other Long Term Liabilities,725.34,658.32,563.47,jkcement,538.96,314.42,
14,Long Term Provisions,60.17,58.75,54.05,jkcement,50.18,41.45,
15,Total Non-Current Liabilities,5695.88,4441.94,4203.61,jkcement,3709.92,3107.92,
16,CURRENT LIABILITIES,,,,jkcement,,,
17,Short Term Borrowings,894.14,868.27,149.35,jkcement,180.73,238.16,
18,Trade Payables,822.14,715.15,599.79,jkcement,491.79,433.53,
19,Other Current Liabilities,1139.60,1006.84,1123.50,jkcement,1041.48,842.90,
20,Short Term Provisions,90.95,80.14,84.72,jkcement,110.70,95.17,
21,Total Current Liabilities,2946.83,2670.40,1957.36,jkcement,1824.69,1609.77,
22,Total Capital And Liabilities,13285.06,11402.98,9871.98,jkcement,8542.03,7412.66,
23,ASSETS,,,,jkcement,,,
24,NON-CURRENT ASSETS,,,,jkcement,,,
25,Tangible Assets,8164.27,6497.36,5890.48,jkcement,5527.24,4507.37,
26,Intangible Assets,45.46,46.36,46.88,jkcement,27.25,29.38,
27,Capital Work-In-Progress,592.01,1032.07,509.33,jkcement,529.54,574.42,
28,Fixed Assets,9037.59,7575.79,6446.69,jkcement,6084.02,5111.17,
29,Non-Current Investments,21.47,10.98,43.97,jkcement,44.80,43.95,
30,Deferred Tax Assets [Net],0.00,0.00,0.00,jkcement,0.00,0.00,
31,Long Term Loans And Advances,0.00,0.00,0.00,jkcement,0.00,55.63,
32,Other Non-Current Assets,487.75,291.55,198.23,jkcement,178.64,156.47,
33,Total Non-Current Assets,9546.81,7878.32,6688.88,jkcement,6307.46,5367.22,
34,CURRENT ASSETS,,,,jkcement,,,
35,Current Investments,70.82,204.70,98.27,jkcement,1.03,394.31,
36,Inventories,982.12,1208.71,756.59,jkcement,690.40,623.88,
37,Trade Receivables,480.08,426.80,361.53,jkcement,267.67,257.24,
38,Cash And Cash Equivalents,833.27,325.16,1224.65,jkcement,634.48,455.63,
39,Short Term Loans And Advances,0.00,0.00,0.00,jkcement,0.00,0.00,
40,OtherCurrentAssets,1371.97,1359.29,742.06,jkcement,640.98,314.38,
41,Total Current Assets,3738.25,3524.66,3183.10,jkcement,2234.57,2045.44,
42,Total Assets,13285.06,11402.98,9871.98,jkcement,8542.03,7412.66,
43,OTHER ADDITIONAL INFORMATION,,,,jkcement,,,
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,jkcement,,,
45,Contingent Liabilities,739.50,1263.40,437.82,jkcement,946.92,1023.36,
46,BONUS DETAILS,,,,jkcement,,,
47,Bonus Equity Share Capital,0.00,0.00,0.00,jkcement,0.00,0.00,
48,NON-CURRENT INVESTMENTS,,,,jkcement,,,
49,Non-Current Investments Quoted Market Value,0.00,0.00,39.78,jkcement,40.10,43.87,
50,Non-Current Investments Unquoted Book Value,21.47,10.98,4.19,jkcement,4.70,0.08,
51,CURRENT INVESTMENTS,,,,jkcement,,,
52,Current Investments Quoted Market Value,70.82,204.70,98.27,jkcement,1.03,394.31,
53,Current Investments Unquoted Book Value,0.00,0.00,0.00,jkcement,0.00,0.00,
0,Balance Sheet of JSW Steel (in Rs. Cr.),Mar 23,Mar 22,Mar 21,jswsteel,Mar 20,Mar 19,
1,,12 mths,12 mths,12 mths,jswsteel,12 mths,12 mths,
2,EQUITIES AND LIABILITIES,,,,jswsteel,,,
3,SHAREHOLDER'S FUNDS,,,,jswsteel,,,
4,Equity Share Capital,301.00,301.00,302.00,jswsteel,301.00,301.00,
5,Total Share Capital,301.00,301.00,302.00,jswsteel,301.00,532.00,
6,Reserves and Surplus,63358.00,63200.00,46675.00,jswsteel,38061.00,34592.00,
7,Total Reserves and Surplus,63358.00,63200.00,46675.00,jswsteel,38061.00,34592.00,
8,Total Shareholders Funds,63659.00,63501.00,46977.00,jswsteel,38362.00,35124.00,
9,NON-CURRENT LIABILITIES,,,,jswsteel,,,
10,Long Term Borrowings,48346.00,41176.00,39551.00,jswsteel,39247.00,27435.00,
11,Deferred Tax Liabilities [Net],7460.00,6935.00,3095.00,jswsteel,1315.00,3331.00,
12,Other Long Term Liabilities,2791.00,3832.00,5816.00,jswsteel,7202.00,5113.00,
13,Long Term Provisions,1250.00,1292.00,753.00,jswsteel,322.00,235.00,
14,Total Non-Current Liabilities,59847.00,53235.00,49215.00,jswsteel,48086.00,36114.00,
15,CURRENT LIABILITIES,,,,jswsteel,,,
16,Short Term Borrowings,6825.00,9259.00,1285.00,jswsteel,6813.00,5371.00,
17,Trade Payables,30705.00,24328.00,12150.00,jswsteel,13354.00,13128.00,
18,Other Current Liabilities,11570.00,12320.00,23362.00,jswsteel,15363.00,17635.00,
19,Short Term Provisions,235.00,227.00,243.00,jswsteel,64.00,53.00,
20,Total Current Liabilities,49335.00,46134.00,37040.00,jswsteel,35594.00,36187.00,
21,Total Capital And Liabilities,172841.00,162870.00,133232.00,jswsteel,122042.00,107425.00,
22,ASSETS,,,,jswsteel,,,
23,NON-CURRENT ASSETS,,,,jswsteel,,,
24,Tangible Assets,73255.00,69767.00,50328.00,jswsteel,50219.00,51600.00,
25,Intangible Assets,1801.00,1879.00,1614.00,jswsteel,323.00,172.00,
26,Capital Work-In-Progress,10271.00,12459.00,28914.00,jswsteel,23810.00,10099.00,
27,Other Assets,0.00,0.00,0.00,jswsteel,0.00,0.00,
28,Fixed Assets,85562.00,84245.00,80984.00,jswsteel,74683.00,62215.00,
29,Non-Current Investments,24320.00,18028.00,12458.00,jswsteel,5999.00,5397.00,
30,Deferred Tax Assets [Net],0.00,0.00,0.00,jswsteel,0.00,0.00,
31,Long Term Loans And Advances,5346.00,5763.00,5382.00,jswsteel,8705.00,7675.00,
32,Other Non-Current Assets,8469.00,7349.00,4705.00,jswsteel,3280.00,3740.00,
33,Total Non-Current Assets,123697.00,115385.00,103529.00,jswsteel,92667.00,79027.00,
34,CURRENT ASSETS,,,,jswsteel,,,
35,Current Investments,0.00,0.00,0.00,jswsteel,0.00,0.00,
36,Inventories,19517.00,21028.00,10692.00,jswsteel,9623.00,10815.00,
37,Trade Receivables,6000.00,6146.00,3333.00,jswsteel,3166.00,6770.00,
38,Cash And Cash Equivalents,18716.00,15527.00,11746.00,jswsteel,11401.00,5813.00,
39,Short Term Loans And Advances,93.00,265.00,733.00,jswsteel,321.00,136.00,
40,OtherCurrentAssets,4818.00,4519.00,3199.00,jswsteel,4864.00,4864.00,
41,Total Current Assets,49144.00,47485.00,29703.00,jswsteel,29375.00,28398.00,
42,Total Assets,172841.00,162870.00,133232.00,jswsteel,122042.00,107425.00,
43,OTHER ADDITIONAL INFORMATION,,,,jswsteel,,,
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,jswsteel,,,
45,Contingent Liabilities,31652.00,31640.00,51081.00,jswsteel,37064.00,28317.00,
46,CIF VALUE OF IMPORTS,,,,jswsteel,,,
47,Raw Materials,45849.00,30208.00,12975.00,jswsteel,15444.00,21937.00,
48,"Stores, Spares And Loose Tools",0.00,0.00,0.00,jswsteel,0.00,0.00,
49,Trade/Other Goods,0.00,0.00,0.00,jswsteel,0.00,0.00,
50,Capital Goods,1057.00,713.00,1734.00,jswsteel,4382.00,3121.00,
51,EXPENDITURE IN FOREIGN EXCHANGE,,,,jswsteel,,,
52,Expenditure In Foreign Currency,3026.00,3149.00,1741.00,jswsteel,1981.00,1636.00,
53,REMITTANCES IN FOREIGN CURRENCIES FOR DIVIDENDS,,,,jswsteel,,,
54,Dividend Remittance In Foreign Currency,--,--,--,jswsteel,--,--,
55,EARNINGS IN FOREIGN EXCHANGE,,,,jswsteel,,,
56,FOB Value Of Goods,10731.00,23238.00,14205.00,jswsteel,9580.00,7604.00,
57,Other Earnings,596.00,305.00,122.00,jswsteel,97.00,--,
58,BONUS DETAILS,,,,jswsteel,,,
59,Bonus Equity Share Capital,--,--,--,jswsteel,--,--,
60,NON-CURRENT INVESTMENTS,,,,jswsteel,,,
61,Non-Current Investments Quoted Market Value,2056.00,2580.00,750.00,jswsteel,364.00,619.00,
62,Non-Current Investments Unquoted Book Value,5048.00,1926.00,5032.00,jswsteel,878.00,798.00,
63,CURRENT INVESTMENTS,,,,jswsteel,,,
64,Current Investments Quoted Market Value,--,--,--,jswsteel,--,--,
65,Current Investments Unquoted Book Value,--,--,--,jswsteel,--,--,
0,Balance Sheet of Jindal Steel & Power (in Rs. Cr.),Mar 23,Mar 22,Mar 21,jindalsteelpower,Mar 20,Mar 19,
1,,12 mths,12 mths,12 mths,jindalsteelpower,12 mths,12 mths,
2,EQUITIES AND LIABILITIES,,,,jindalsteelpower,,,
3,SHAREHOLDER'S FUNDS,,,,jindalsteelpower,,,
4,Equity Share Capital,100.50,101.07,102.00,jindalsteelpower,102.00,96.79,
5,Total Share Capital,100.50,101.07,102.00,jindalsteelpower,102.00,96.79,
6,Reserves and Surplus,38606.09,35523.59,31712.67,jindalsteelpower,32035.14,32279.35,
7,Total Reserves and Surplus,38606.09,35523.59,31712.67,jindalsteelpower,32035.14,32279.35,
8,Total Shareholders Funds,38706.59,35624.66,31814.67,jindalsteelpower,32137.14,32380.94,
9,Minority Interest,312.53,1470.54,-877.70,jindalsteelpower,-776.44,-301.07,
10,NON-CURRENT LIABILITIES,,,,jindalsteelpower,,,
11,Long Term Borrowings,7207.63,8434.30,20230.40,jindalsteelpower,27896.53,29940.22,
12,Deferred Tax Liabilities [Net],5936.61,7276.22,6239.37,jindalsteelpower,5622.59,5364.30,
13,Other Long Term Liabilities,1415.50,713.66,830.90,jindalsteelpower,1322.42,436.03,
14,Long Term Provisions,349.68,421.89,323.32,jindalsteelpower,296.57,314.69,
15,Total Non-Current Liabilities,14909.42,16846.07,27623.99,jindalsteelpower,35138.11,36055.24,
16,CURRENT LIABILITIES,,,,jindalsteelpower,,,
17,Short Term Borrowings,5227.66,4427.67,1320.80,jindalsteelpower,2778.87,4825.89,
18,Trade Payables,4700.44,5251.94,4038.29,jindalsteelpower,5567.13,5220.76,
19,Other Current Liabilities,5473.52,12933.83,13838.21,jindalsteelpower,14799.56,11235.09,
20,Short Term Provisions,97.07,88.83,82.16,jindalsteelpower,97.58,121.76,
21,Total Current Liabilities,15498.69,22702.27,19279.46,jindalsteelpower,23243.14,21403.50,
22,Total Capital And Liabilities,69427.23,76643.54,77840.42,jindalsteelpower,89741.95,89585.32,
23,ASSETS,,,,jindalsteelpower,,,
24,NON-CURRENT ASSETS,,,,jindalsteelpower,,,
25,Tangible Assets,40803.51,42243.99,51874.69,jindalsteelpower,67218.62,67003.67,
26,Intangible Assets,2683.23,2795.74,1974.44,jindalsteelpower,1552.73,2002.18,
27,Capital Work-In-Progress,7105.90,1736.20,890.28,jindalsteelpower,1974.50,2905.51,
28,Fixed Assets,51356.33,47578.16,55561.11,jindalsteelpower,71897.32,73033.50,
